goalie_name,event_id,opening_line,team
Ukko-Pekka Luukkonen,12186,27.5,BUF
Andrei Vasilevskiy,12187,28.5,TB
Alexandar Georgiev,12187,25.5,COL
Jacob Markstrom,12188,26.5,NJ
Adin Hill,12188,28.5,VGK
Dan Vladar,12188,25.5,CGY
Darcy Kuemper,12189,25.5,LA
Mackenzie Blackwood,12189,27.5,NJ
Anthony Stolarz,12190,28.5,TOR
Joseph Woll,12190,28.5,TOR
Vitek Vanecek,12191,25.5,SJ
Pyotr Kochetkov,12192,25.5,CAR
Carter Hart,12192,27.5,PHI
Tristan Jarry,12193,27.5,PIT
Juuse Saros,12193,27.5,NSH
Jordan Binnington,12194,28.5,STL
Filip Gustavsson,12194,26.5,MIN
Connor Hellebuyck,12195,26.5,WPG
Jake Oettinger,12195,26.5,DAL
Philipp Grubauer,12196,24.5,SEA
Petr Mrazek,12196,27.5,CHI
Stuart Skinner,12197,25.5,EDM
Jonas Johansson,12198,25.5,TB
Connor Ingram,12198,28.5,UTA
Thatcher Demko,12199,25.5,VAN
Elvis Merzlikins,12200,27.5,CBJ
Sam Montembeault,12200,28.5,MTL
Ville Husso,12201,27.5,DET
Igor Shesterkin,12201,25.5,NYR
Charlie Lindgren,12202,28.5,WSH
Cam Talbot,12202,25.5,DET
Petr Mrazek,12203,28.5,CHI
Philipp Grubauer,12204,26.5,SEA
Joseph Woll,12204,26.5,TOR
Andrei Vasilevskiy,12205,29.5,TB
Tristan Jarry,12205,27.5,PIT
Mackenzie Blackwood,12206,30.5,NJ
Jeremy Swayman,12206,24.5,BOS
Akira Schmid,12207,27.5,VGK
Carter Hart,12207,26.5,PHI
Sergei Bobrovsky,12208,25.5,FLA
Cayden Primeau,12208,29.5,MTL
Semyon Varlamov,12209,29.5,NYI
Pyotr Kochetkov,12209,24.5,CAR
Stuart Skinner,12210,26.5,EDM
Connor Hellebuyck,12210,26.5,WPG
Juuse Saros,12211,26.5,NSH
Ukko-Pekka Luukkonen,12212,27.5,BUF
Jordan Binnington,12212,27.5,STL
Alexandar Georgiev,12213,24.5,COL
Connor Ingram,12213,28.5,UTA
Scott Wedgewood,12214,28.5,NSH
Jacob Markstrom,12214,26.5,NJ
Thatcher Demko,12215,26.5,VAN
John Gibson,12216,26.5,ANA
Darcy Kuemper,12216,25.5,LA
Vitek Vanecek,12217,23.5,SJ
Kaapo Kahkonen,12217,30.5,COL
Elvis Merzlikins,12218,28.5,CBJ
Joonas Korpisalo,12218,28.5,BOS
Jake Oettinger,12219,26.5,DAL
Arvid Soderblom,12220,28.5,CHI
Connor Hellebuyck,12220,24.5,WPG
Igor Shesterkin,12221,26.5,NYR
Kevin Lankinen,12221,25.5,VAN
Ilya Sorokin,12222,31.5,NYI
Anthony Stolarz,12222,26.5,TOR
Jake Allen,12223,28.5,NJ
Ville Husso,12223,26.5,DET
Linus Ullmark,12224,28.5,OTT
Joseph Woll,12224,27.5,TOR
Pyotr Kochetkov,12226,23.5,CAR
Eric Comrie,12226,30.5,WPG
Samuel Ersson,12227,26.5,PHI
Tristan Jarry,12227,27.5,PIT
Joel Hofer,12228,26.5,STL
Connor Ingram,12228,27.5,UTA
Darcy Kuemper,12229,26.5,LA
Logan Thompson,12229,25.5,WSH
Ivan Prosvetov,12230,26.5,FA
John Gibson,12230,27.5,ANA
Jacob Markstrom,12231,24.5,NJ
Marc-Andre Fleury,12232,24.5,MIN
Petr Mrazek,12232,28.5,CHI
Mackenzie Blackwood,12233,29.5,NJ
Jonathan Quick,12233,23.5,NYR
Juuse Saros,12234,27.5,NSH
Ukko-Pekka Luukkonen,12234,26.5,BUF
Spencer Martin,12235,28.5,CAR
Jeremy Swayman,12235,25.5,BOS
Cam Talbot,12236,26.5,DET
Alexandar Georgiev,12236,27.5,COL
Andrei Vasilevskiy,12237,26.5,TB
Jake Oettinger,12237,27.5,DAL
Alex Nedeljkovic,12238,30.5,PIT
Carter Hart,12238,27.5,PHI
Sam Montembeault,12239,27.5,MTL
Philipp Grubauer,12239,25.5,SEA
Laurent Brossoit,12240,27.5,CHI
Antti Raanta,12240,24.5,FA
Connor Ingram,12241,26.5,UTA
Darcy Kuemper,12241,25.5,LA
Logan Thompson,12242,25.5,WSH
Jordan Binnington,12242,29.5,STL
Elvis Merzlikins,12243,29.5,CBJ
Pheonix Copley,12243,24.5,LA
Anton Forsberg,12244,25.5,OTT
Igor Shesterkin,12244,28.5,NYR
Kaapo Kahkonen,12245,30.5,COL
Sergei Bobrovsky,12251,24.5,FLA
Jake Oettinger,12251,28.5,DAL
Tristan Jarry,12252,28.5,PIT
Andrei Vasilevskiy,12252,26.5,TB
Jordan Binnington,12253,28.5,STL
Stuart Skinner,12254,27.5,EDM
Devon Levi,12255,28.5,BUF
Linus Ullmark,12255,27.5,OTT
Mackenzie Blackwood,12256,30.5,NJ
Ville Husso,12256,25.5,DET
Anton Forsberg,12257,26.5,OTT
Joseph Woll,12257,29.5,TOR
Cam Talbot,12258,24.5,DET
Sam Montembeault,12258,28.5,MTL
Semyon Varlamov,12259,27.5,NYI
Spencer Martin,12259,27.5,CAR
Jonas Johansson,12260,26.5,TB
Juuse Saros,12260,26.5,NSH
Scott Wedgewood,12261,26.5,NSH
Charlie Lindgren,12261,27.5,WSH
Lukas Dostal,12262,25.5,ANA
Petr Mrazek,12262,27.5,CHI
Carter Hart,12263,24.5,PHI
Connor Ingram,12263,28.5,UTA
Connor Hellebuyck,12264,26.5,WPG
Alexandar Georgiev,12264,26.5,COL
Pyotr Kochetkov,12265,24.5,CAR
Dustin Wolf,12265,28.5,CGY
Filip Gustavsson,12266,25.5,MIN
Casey DeSmith,12266,27.5,DAL
Philipp Grubauer,12267,27.5,SEA
Akira Schmid,12267,27.5,VGK
Sergei Bobrovsky,12268,26.5,FLA
Tristan Jarry,12268,30.5,PIT
Jet Greaves,12269,27.5,CBJ
Joel Hofer,12269,27.5,STL
Marc-Andre Fleury,12270,27.5,MIN
Stuart Skinner,12270,25.5,EDM
Linus Ullmark,12271,24.5,OTT
Connor Ingram,12271,29.5,UTA
Jake Oettinger,12272,27.5,DAL
Alex Lyon,12274,28.5,DET
Joonas Korpisalo,12274,28.5,BOS
Igor Shesterkin,12275,26.5,NYR
Charlie Lindgren,12275,27.5,WSH
Kevin Lankinen,12276,28.5,VAN
Ilya Samsonov,12276,27.5,VGK
Cayden Primeau,12277,28.5,MTL
Devon Levi,12277,25.5,BUF
Cam Talbot,12278,25.5,DET
Ilya Sorokin,12278,30.5,NYI
Petr Mrazek,12279,28.5,CHI
Jordan Binnington,12279,25.5,STL
Ivan Prosvetov,12280,27.5,FA
Carter Hart,12280,26.5,PHI
Antti Raanta,12281,24.5,FA
Thatcher Demko,12281,28.5,VAN
Philipp Grubauer,12282,25.5,SEA
Andrei Vasilevskiy,12282,25.5,TB
Jet Greaves,12283,30.5,CBJ
Anthony Stolarz,12283,26.5,TOR
Jake Allen,12285,28.5,NJ
Darcy Kuemper,12286,25.5,LA
Arvid Soderblom,12286,26.5,CHI
Jonathan Quick,12287,26.5,NYR
Filip Gustavsson,12289,26.5,MIN
Kaapo Kahkonen,12290,31.5,COL
Karel Vejmelka,12291,28.5,UTA
Devon Levi,12291,25.5,BUF
Ilya Sorokin,12292,30.5,NYI
Ilya Samsonov,12292,26.5,VGK
James Reimer,12293,27.5,ANA
Jake Oettinger,12293,25.5,DAL
Dan Vladar,12294,26.5,CGY
Alexandar Georgiev,12294,26.5,COL
Connor Ingram,12295,28.5,UTA
Tristan Jarry,12295,25.5,PIT
Pyotr Kochetkov,12296,25.5,CAR
Joonas Korpisalo,12296,29.5,BOS
Martin Jones,12297,26.5,FA
Igor Shesterkin,12297,28.5,NYR
Samuel Ersson,12298,25.5,PHI
Juuse Saros,12298,27.5,NSH
Jordan Binnington,12299,27.5,STL
Ville Husso,12299,27.5,DET
Stuart Skinner,12300,23.5,EDM
Petr Mrazek,12300,30.5,CHI
Logan Thompson,12301,25.5,WSH
Dustin Wolf,12301,27.5,CGY
Thatcher Demko,12302,26.5,VAN
Andrei Vasilevskiy,12302,25.5,TB
Sergei Bobrovsky,12303,26.5,FLA
Joey Daccord,12303,27.5,SEA
Mackenzie Blackwood,12304,28.5,NJ
Laurent Brossoit,12304,25.5,CHI
Vitek Vanecek,12305,26.5,SJ
Jeremy Swayman,12305,28.5,BOS
Sam Montembeault,12306,28.5,MTL
Alex Nedeljkovic,12306,28.5,PIT
Semyon Varlamov,12307,27.5,NYI
John Gibson,12307,27.5,ANA
Ivan Prosvetov,12308,27.5,FA
Ukko-Pekka Luukkonen,12308,27.5,BUF
Connor Hellebuyck,12309,28.5,WPG
Cam Talbot,12309,24.5,DET
Ilya Samsonov,12310,25.5,VGK
Elvis Merzlikins,12310,29.5,CBJ
Charlie Lindgren,12311,29.5,WSH
Samuel Ersson,12311,23.5,PHI
Pyotr Kochetkov,12312,24.5,CAR
Ville Husso,12312,28.5,DET
Filip Gustavsson,12313,26.5,MIN
Joonas Korpisalo,12314,27.5,BOS
Jordan Binnington,12314,29.5,STL
Stuart Skinner,12315,25.5,EDM
Sergei Bobrovsky,12316,25.5,FLA
Arvid Soderblom,12317,28.5,CHI
Joey Daccord,12317,23.5,SEA
Jonathan Quick,12318,24.5,NYR
Lukas Dostal,12318,29.5,ANA
Kevin Lankinen,12319,29.5,VAN
Antti Raanta,12319,23.5,FA
Linus Ullmark,12320,28.5,OTT
Ilya Sorokin,12320,29.5,NYI
Jake Oettinger,12321,27.5,DAL
Mackenzie Blackwood,12322,28.5,NJ
Kaapo Kahkonen,12322,28.5,COL
Connor Ingram,12322,26.5,UTA
Devon Levi,12323,27.5,BUF
Logan Thompson,12323,25.5,WSH
Filip Gustavsson,12324,24.5,MIN
Casey DeSmith,12324,27.5,DAL
Sam Montembeault,12325,27.5,MTL
Semyon Varlamov,12325,29.5,NYI
Connor Hellebuyck,12326,26.5,WPG
Ivan Prosvetov,12326,26.5,FA
Samuel Ersson,12327,24.5,PHI
Alex Lyon,12327,28.5,DET
Martin Jones,12328,27.5,FA
Tristan Jarry,12328,29.5,PIT
Daniil Tarasov,12329,29.5,CBJ
Igor Shesterkin,12330,27.5,NYR
Jeremy Swayman,12330,26.5,BOS
Juuse Saros,12331,26.5,NSH
Charlie Lindgren,12331,27.5,WSH
Jordan Binnington,12332,28.5,STL
Scott Wedgewood,12332,28.5,NSH
Karel Vejmelka,12333,27.5,UTA
Ukko-Pekka Luukkonen,12333,26.5,BUF
Joey Daccord,12334,27.5,SEA
Cam Talbot,12334,25.5,DET
Andrei Vasilevskiy,12335,27.5,TB
Dan Vladar,12335,25.5,CGY
Sergei Bobrovsky,12336,27.5,FLA
Calvin Pickard,12336,27.5,EDM
Petr Mrazek,12337,27.5,CHI
Pyotr Kochetkov,12338,23.5,CAR
Mackenzie Blackwood,12341,30.5,NJ
Ville Husso,12342,26.5,DET
Alex Nedeljkovic,12343,28.5,PIT
Filip Gustavsson,12343,28.5,MIN
Connor Hellebuyck,12344,26.5,WPG
Jake Allen,12344,28.5,NJ
Scott Wedgewood,12345,26.5,NSH
Jacob Markstrom,12346,27.5,NJ
Anthony Stolarz,12346,26.5,TOR
Logan Thompson,12347,27.5,WSH
Pyotr Kochetkov,12347,25.5,CAR
Samuel Ersson,12348,26.5,PHI
Carter Hart,12348,27.5,PHI
Vitek Vanecek,12348,26.5,SJ
Devon Levi,12349,25.5,BUF
Daniil Tarasov,12349,29.5,CBJ
Andrei Vasilevskiy,12350,26.5,TB
Jordan Binnington,12350,28.5,STL
Marc-Andre Fleury,12351,27.5,MIN
Igor Shesterkin,12352,28.5,NYR
Martin Jones,12352,27.5,FA
Ilya Sorokin,12353,31.5,NYI
Stuart Skinner,12353,25.5,EDM
Casey DeSmith,12354,27.5,DAL
Juuse Saros,12354,25.5,NSH
Petr Mrazek,12355,28.5,CHI
Alexandar Georgiev,12355,25.5,COL
Connor Ingram,12356,28.5,UTA
Kaapo Kahkonen,12357,30.5,COL
David Rittich,12357,24.5,LA
Darcy Kuemper,12358,26.5,LA
Semyon Varlamov,12358,27.5,NYI
James Reimer,12359,27.5,ANA
Laurent Brossoit,12359,25.5,CHI
Cam Talbot,12360,24.5,DET
Elvis Merzlikins,12361,27.5,CBJ
Charlie Lindgren,12361,27.5,WSH
Jiri Patera,12362,27.5,BOS
Andrei Vasilevskiy,12362,27.5,TB
Samuel Ersson,12363,24.5,PHI
Juuse Saros,12363,28.5,NSH
Ilya Samsonov,12364,28.5,VGK
Devon Levi,12364,27.5,BUF
Joel Hofer,12365,29.5,STL
Sergei Bobrovsky,12365,25.5,FLA
Alex Nedeljkovic,12366,30.5,PIT
Pyotr Kochetkov,12366,25.5,CAR
Calvin Pickard,12367,26.5,EDM
Akira Schmid,12367,28.5,VGK
Filip Gustavsson,12368,25.5,MIN
Sam Montembeault,12368,28.5,MTL
Scott Wedgewood,12369,25.5,NSH
Thatcher Demko,12369,28.5,VAN
Alexandar Georgiev,12370,26.5,COL
Lukas Dostal,12371,28.5,ANA
Mackenzie Blackwood,12372,27.5,NJ
Karel Vejmelka,12372,26.5,UTA
Carter Hart,12373,27.5,PHI
James Reimer,12373,28.5,ANA
Jonathan Quick,12374,27.5,NYR
Stuart Skinner,12374,26.5,EDM
Jeremy Swayman,12375,27.5,BOS
Connor Hellebuyck,12375,26.5,WPG
Petr Mrazek,12376,27.5,CHI
Cayden Primeau,12376,26.5,MTL
Juuse Saros,12377,26.5,NSH
Scott Wedgewood,12377,27.5,NSH
Sergei Bobrovsky,12378,25.5,FLA
Martin Jones,12379,26.5,FA
Daniil Tarasov,12379,29.5,CBJ
Michael Hutchinson,12380,28.5,FA
Vitek Vanecek,12380,25.5,SJ
Ilya Sorokin,12381,31.5,NYI
Pyotr Kochetkov,12381,24.5,CAR
Charlie Lindgren,12382,27.5,WSH
Andrei Vasilevskiy,12382,25.5,TB
Anton Forsberg,12383,27.5,OTT
Alex Nedeljkovic,12383,29.5,PIT
Marc-Andre Fleury,12384,27.5,MIN
Igor Shesterkin,12385,26.5,NYR
Ukko-Pekka Luukkonen,12385,27.5,BUF
Arvid Soderblom,12386,28.5,CHI
Jordan Binnington,12386,25.5,STL
Connor Ingram,12388,29.5,UTA
Alexandar Georgiev,12388,24.5,COL
Jacob Markstrom,12389,28.5,NJ
Cam Talbot,12389,25.5,DET
Thatcher Demko,12390,25.5,VAN
Mackenzie Blackwood,12390,27.5,NJ
Elvis Merzlikins,12391,29.5,CBJ
Vitek Vanecek,12391,24.5,SJ
Martin Jones,12392,27.5,FA
Joonas Korpisalo,12392,29.5,BOS
Igor Shesterkin,12393,25.5,NYR
Darcy Kuemper,12393,27.5,LA
Andrei Vasilevskiy,12394,28.5,TB
Sergei Bobrovsky,12394,25.5,FLA
Ilya Sorokin,12395,30.5,NYI
Tristan Jarry,12395,27.5,PIT
Jeremy Swayman,12396,28.5,BOS
Devon Levi,12396,26.5,BUF
Scott Wedgewood,12397,27.5,NSH
Joel Hofer,12397,26.5,STL
James Reimer,12398,27.5,ANA
Filip Gustavsson,12398,25.5,MIN
Juuse Saros,12399,29.5,NSH
Pyotr Kochetkov,12399,24.5,CAR
Connor Hellebuyck,12400,24.5,WPG
Petr Mrazek,12400,28.5,CHI
Karel Vejmelka,12401,28.5,UTA
Alexandar Georgiev,12401,25.5,COL
Jacob Markstrom,12402,25.5,NJ
Chris Driedger,12402,26.5,FLA
John Gibson,12403,28.5,ANA
Logan Thompson,12403,26.5,WSH
David Rittich,12404,22.5,LA
Kaapo Kahkonen,12404,31.5,COL
Antti Raanta,12405,23.5,FA
Cayden Primeau,12405,30.5,MTL
Casey DeSmith,12406,27.5,DAL
Samuel Ersson,12406,24.5,PHI
Thatcher Demko,12406,27.5,VAN
Cam Talbot,12407,25.5,DET
Magnus Chrona,12408,30.5,NSH
Stuart Skinner,12408,23.5,EDM
Sergei Bobrovsky,12409,25.5,FLA
Jonathan Quick,12409,29.5,NYR
Alex Lyon,12410,26.5,DET
Joonas Korpisalo,12411,28.5,BOS
Elvis Merzlikins,12412,29.5,CBJ
Ilya Samsonov,12412,26.5,VGK
Charlie Lindgren,12413,27.5,WSH
Ilya Sorokin,12413,28.5,NYI
Jordan Binnington,12414,28.5,STL
Alexandar Georgiev,12414,26.5,COL
Petr Mrazek,12415,29.5,CHI
Scott Wedgewood,12415,23.5,NSH
John Gibson,12416,25.5,ANA
Connor Ingram,12416,27.5,UTA
Carter Hart,12417,26.5,PHI
Joey Daccord,12417,26.5,SEA
Filip Gustavsson,12418,27.5,MIN
Connor Hellebuyck,12418,26.5,WPG
Daniil Tarasov,12419,29.5,CBJ
Hunter Shepard,12420,26.5,WSH
Yaroslav Askarov,12420,26.5,SJ
Jake Allen,12421,30.5,NJ
Anthony Stolarz,12421,24.5,TOR
Pyotr Kochetkov,12422,26.5,CAR
Joel Hofer,12423,28.5,STL
Tristan Jarry,12423,26.5,PIT
Andrei Vasilevskiy,12425,26.5,TB
Marc-Andre Fleury,12427,27.5,MIN
Laurent Brossoit,12427,25.5,CHI
Alex Lyon,12428,27.5,DET
Devon Levi,12429,27.5,BUF
Alex Nedeljkovic,12430,26.5,PIT
Ilya Sorokin,12430,29.5,NYI
Sam Montembeault,12431,27.5,MTL
Carter Hart,12432,27.5,PHI
Jacob Markstrom,12432,25.5,NJ
Samuel Ersson,12432,26.5,PHI
Calvin Pickard,12433,25.5,EDM
Petr Mrazek,12434,29.5,CHI
Kaapo Kahkonen,12435,29.5,COL
Igor Shesterkin,12437,28.5,NYR
Pyotr Kochetkov,12437,25.5,CAR
Spencer Martin,12438,27.5,CAR
Tristan Jarry,12439,25.5,PIT
Darcy Kuemper,12439,28.5,LA
Scott Wedgewood,12440,25.5,NSH
Sam Montembeault,12440,27.5,MTL
Andrei Vasilevskiy,12441,27.5,TB
Connor Hellebuyck,12441,25.5,WPG
Marc-Andre Fleury,12442,27.5,MIN
Jacob Markstrom,12442,25.5,NJ
Arvid Soderblom,12443,28.5,CHI
Juuse Saros,12443,23.5,NSH
Carter Hart,12444,28.5,PHI
Stuart Skinner,12444,25.5,EDM
Alexandar Georgiev,12445,25.5,COL
Semyon Varlamov,12445,28.5,NYI
Karel Vejmelka,12446,29.5,UTA
Sergei Bobrovsky,12446,24.5,FLA
Anton Forsberg,12447,26.5,OTT
Thatcher Demko,12447,26.5,VAN
Alex Lyon,12448,25.5,DET
Kaapo Kahkonen,12448,29.5,COL
Cam Talbot,12449,25.5,DET
Martin Jones,12449,28.5,FA
Nico Daws,12450,25.5,NJ
Hunter Shepard,12450,27.5,WSH
Martin Jones,12451,27.5,FA
Lukas Dostal,12451,28.5,ANA
Devon Levi,12452,25.5,BUF
Jake Allen,12452,28.5,NJ
Jeremy Swayman,12453,28.5,BOS
Alex Nedeljkovic,12453,27.5,PIT
Samuel Ersson,12454,25.5,PHI
Daniil Tarasov,12454,29.5,CBJ
Petr Mrazek,12455,29.5,CHI
Igor Shesterkin,12455,23.5,NYR
Juuse Saros,12456,26.5,NSH
Jordan Binnington,12457,26.5,STL
Thatcher Demko,12457,27.5,VAN
Marc-Andre Fleury,12458,27.5,MIN
Alexandar Georgiev,12459,26.5,COL
Connor Ingram,12460,26.5,UTA
Ilya Sorokin,12460,27.5,NYI
Sergei Bobrovsky,12461,26.5,FLA
Logan Thompson,12461,27.5,WSH
Joey Daccord,12462,27.5,SEA
Alex Lyon,12463,29.5,DET
David Rittich,12463,23.5,LA
Mackenzie Blackwood,12464,28.5,NJ
Connor Hellebuyck,12464,24.5,WPG
Pyotr Kochetkov,12465,25.5,CAR
Darcy Kuemper,12465,28.5,LA
Arvid Soderblom,12466,28.5,CHI
Vitek Vanecek,12466,23.5,SJ
Laurent Brossoit,12467,24.5,CHI
John Gibson,12467,28.5,ANA
Carter Hart,12468,27.5,PHI
Sergei Bobrovsky,12469,26.5,FLA
Tristan Jarry,12470,27.5,PIT
Ukko-Pekka Luukkonen,12470,27.5,BUF
Antti Raanta,12471,24.5,FA
Jordan Binnington,12471,29.5,STL
Linus Ullmark,12472,27.5,OTT
Mackenzie Blackwood,12473,29.5,NJ
Martin Jones,12473,24.5,FA
Jonathan Quick,12474,25.5,NYR
Sam Montembeault,12474,27.5,MTL
Thatcher Demko,12475,27.5,VAN
Marc-Andre Fleury,12476,26.5,MIN
Daniil Tarasov,12476,27.5,CBJ
Scott Wedgewood,12477,26.5,NSH
Kevin Lankinen,12477,28.5,VAN
Anton Forsberg,12478,28.5,OTT
Stuart Skinner,12478,25.5,EDM
Logan Thompson,12479,25.5,WSH
Ilya Sorokin,12479,30.5,NYI
Darcy Kuemper,12480,29.5,LA
Dan Vladar,12481,24.5,CGY
Petr Mrazek,12481,29.5,CHI
Karel Vejmelka,12482,27.5,UTA
Connor Hellebuyck,12482,26.5,WPG
Alex Lyon,12483,26.5,DET
Carter Hart,12484,28.5,PHI
Alex Nedeljkovic,12484,28.5,PIT
Igor Shesterkin,12485,25.5,NYR
Thatcher Demko,12485,27.5,VAN
Marc-Andre Fleury,12486,27.5,MIN
Matt Murray,12486,25.5,NSH
Jeremy Swayman,12487,28.5,BOS
Alexandar Georgiev,12487,24.5,COL
Kaapo Kahkonen,12488,30.5,COL
Martin Jones,12488,23.5,FA
Cam Talbot,12489,25.5,DET
Devon Levi,12490,25.5,BUF
Casey DeSmith,12491,27.5,DAL
Ilya Sorokin,12491,27.5,NYI
Connor Hellebuyck,12493,24.5,WPG
Daniil Tarasov,12493,29.5,CBJ
Joel Hofer,12494,28.5,STL
Anthony Stolarz,12494,26.5,TOR
Petr Mrazek,12495,29.5,CHI
Stuart Skinner,12495,22.5,EDM
Joonas Korpisalo,12496,28.5,BOS
Jacob Markstrom,12496,26.5,NJ
Connor Ingram,12497,26.5,UTA
Samuel Ersson,12498,24.5,PHI
Cayden Primeau,12498,29.5,MTL
Scott Wedgewood,12499,24.5,NSH
Jesper Wallstedt,12499,28.5,MIN
Adin Hill,12500,27.5,VGK
Alexandar Georgiev,12500,25.5,COL
Vitek Vanecek,12501,26.5,SJ
Andrei Vasilevskiy,12501,24.5,TB
Pyotr Kochetkov,12502,23.5,CAR
Thatcher Demko,12503,29.5,VAN
Alex Nedeljkovic,12503,26.5,PIT
Darcy Kuemper,12504,27.5,LA
Joey Daccord,12504,27.5,SEA
Ilya Sorokin,12505,29.5,NYI
Martin Jones,12505,26.5,FA
Mackenzie Blackwood,12506,28.5,NJ
Alex Lyon,12507,28.5,DET
Calvin Pickard,12507,26.5,EDM
Ukko-Pekka Luukkonen,12508,26.5,BUF
Anton Forsberg,12508,29.5,OTT
Sergei Bobrovsky,12509,27.5,FLA
Cam Talbot,12509,27.5,DET
Igor Shesterkin,12510,26.5,NYR
Jordan Binnington,12510,27.5,STL
Petr Mrazek,12511,28.5,CHI
Laurent Brossoit,12511,22.5,CHI
Karel Vejmelka,12512,27.5,UTA
Jacob Markstrom,12512,25.5,NJ
Jeremy Swayman,12513,28.5,BOS
Carter Hart,12515,26.5,PHI
Marc-Andre Fleury,12515,27.5,MIN
Charlie Lindgren,12516,27.5,WSH
Jonathan Quick,12516,27.5,NYR
Ukko-Pekka Luukkonen,12517,25.5,BUF
Joonas Korpisalo,12518,25.5,BOS
Mackenzie Blackwood,12518,30.5,NJ
Nico Daws,12519,28.5,NJ
Sergei Bobrovsky,12519,24.5,FLA
Lukas Dostal,12520,29.5,ANA
Andrei Vasilevskiy,12520,24.5,TB
Sam Montembeault,12521,29.5,MTL
Stuart Skinner,12521,24.5,EDM
Martin Jones,12522,27.5,FA
Alexandar Georgiev,12522,28.5,COL
Daniil Tarasov,12523,27.5,CBJ
Connor Hellebuyck,12524,26.5,WPG
Samuel Ersson,12524,27.5,PHI
Alex Lyon,12525,29.5,DET
Cam Talbot,12525,25.5,DET
Tristan Jarry,12526,28.5,PIT
Antti Raanta,12526,25.5,FA
Ilya Sorokin,12527,29.5,NYI
Petr Mrazek,12528,27.5,CHI
Jeremy Swayman,12529,27.5,BOS
Jordan Binnington,12529,26.5,STL
Filip Gustavsson,12530,25.5,MIN
Connor Ingram,12530,26.5,UTA
