game_id,home_team,away_team,home_goaltender,away_goaltender
20622,TB,NSH,Jonas Johansson,Juuse Saros
20623,PIT,CHI,Tristan Jarry,Petr Mrazek
20624,VGK,SEA,Adin Hill,Philipp Grubauer
20625,CAR,OTT,Frederik Andersen,Joonas Korpisalo
20626,TOR,MTL,Ilya Samsonov,Jake Allen
20627,BOS,CHI,Linus Ullmark,Arvid Söderblom
20628,CGY,WPG,Jacob Markstrom,Connor Hellebuyck
20629,LA,COL,Cam Talbot,Alexandar Georgiev
20630,VAN,EDM,Thatcher Demko,Jack Campbell
20631,BUF,NYR,Devon Levi,Igor Shesterkin
20632,NJ,DET,Vitek Vanecek,Ville Husso
20633,CBJ,PHI,Elvis Merzlikins,Carter Hart
20634,DAL,STL,Jake Oettinger,Jordan Binnington
20635,NSH,SEA,Juuse Saros,Philipp Grubauer
20636,MIN,FLA,Filip Gustavsson,Sergei Bobrovsky
20637,SJ,VGK,Kaapo Kahkonen,Logan Thompson
20638,NJ,ARI,Akira Schmid,Karel Vejmelka
20639,WSH,PIT,Charlie Lindgren,Tristan Jarry
20640,OTT,PHI,Anton Forsberg,Carter Hart
20641,WPG,FLA,Connor Hellebuyck,Sergei Bobrovsky
20642,BOS,NSH,Jeremy Swayman,Juuse Saros
20643,DET,TB,Ville Husso,Jonas Johansson
20644,MTL,CHI,Sam Montembeault,Petr Mrazek
20645,PIT,CGY,Alex Nedeljkovic,Jacob Markstrom
20646,TOR,MIN,Ilya Samsonov,Filip Gustavsson
20647,CBJ,NYR,Elvis Merzlikins,Igor Shesterkin
20648,NYI,BUF,Ilya Sorokin,Devon Levi
20649,STL,SEA,Jordan Binnington,Joey Daccord
20650,EDM,VAN,Stuart Skinner,Casey DeSmith
20651,SJ,COL,Mackenzie Blackwood,Alexandar Georgiev
20652,VGK,ANA,Adin Hill,John Gibson
20653,LA,CAR,Pheonix Copley,Frederik Andersen
20654,OTT,TB,Joonas Korpisalo,Matt Tomkins
20655,ANA,CAR,Lukas Dostal,Antti Raanta
20656,NJ,FLA,Vitek Vanecek,Sergei Bobrovsky
20657,NYR,ARI,Igor Shesterkin,Connor Ingram
20658,TOR,CHI,Joseph Woll,Arvid Söderblom
20659,WSH,CGY,Darcy Kuemper,Jacob Markstrom
20660,CBJ,DET,Spencer Martin,James Reimer
20661,BUF,TB,Devon Levi,Jonas Johansson
20662,MTL,MIN,Sam Montembeault,Marc-Andre Fleury
20663,PHI,VAN,Carter Hart,Thatcher Demko
20664,NYI,ARI,Ilya Sorokin,Karel Vejmelka
20665,NSH,EDM,Juuse Saros,Jack Campbell
20666,WPG,LA,Connor Hellebuyck,Cam Talbot
20667,SEA,COL,Philipp Grubauer,Alexandar Georgiev
20668,SJ,CAR,Mackenzie Blackwood,Frederik Andersen
20669,VGK,DAL,Adin Hill,Jake Oettinger
20670,OTT,WSH,Anton Forsberg,Darcy Kuemper
20671,DET,PIT,Ville Husso,Tristan Jarry
20672,BUF,CGY,Devon Levi,Dan Vladar
20673,NYR,NSH,Igor Shesterkin,Juuse Saros
20674,PHI,EDM,Carter Hart,Jack Campbell
20675,TB,VAN,Jonas Johansson,Thatcher Demko
20676,FLA,TOR,Sergei Bobrovsky,Ilya Samsonov
20677,STL,ARI,Joel Hofer,Connor Ingram
20678,WPG,VGK,Laurent Brossoit,Logan Thompson
20679,MIN,LA,Marc-Andre Fleury,Cam Talbot
20680,ANA,DAL,John Gibson,Jake Oettinger
20681,SEA,CAR,Joey Daccord,Antti Raanta
20682,COL,CHI,Alexandar Georgiev,Petr Mrazek
20683,SJ,BOS,Kaapo Kahkonen,Linus Ullmark
20684,CBJ,CGY,Spencer Martin,Jacob Markstrom
20685,NYI,NJ,Ilya Sorokin,Akira Schmid
20686,OTT,DET,Joonas Korpisalo,Ville Husso
20687,ARI,ANA,Karel Vejmelka,Lukas Dostal
20688,BUF,NYI,Eric Comrie,Semyon Varlamov
20689,MTL,WSH,Jake Allen,Darcy Kuemper
20690,TB,TOR,Jonas Johansson,Ilya Samsonov
20691,FLA,VAN,Sergei Bobrovsky,Casey DeSmith
20692,CHI,VGK,Arvid Söderblom,Adin Hill
20693,DAL,PHI,Scott Wedgewood,Samuel Ersson
20694,STL,PIT,Jordan Binnington,Tristan Jarry
20695,NSH,SJ,Juuse Saros,Mackenzie Blackwood
20696,MIN,CBJ,Filip Gustavsson,Elvis Merzlikins
20697,COL,CAR,Alexandar Georgiev,Pyotr Kochetkov
20698,EDM,WPG,Stuart Skinner,Connor Hellebuyck
20699,SEA,NYR,Philipp Grubauer,Jonathan Quick
20700,LA,BOS,Cam Talbot,Jeremy Swayman
20701,DET,CGY,James Reimer,Dan Vladar
20702,ANA,BOS,John Gibson,Linus Ullmark
20703,BUF,MTL,Eric Comrie,Jake Allen
20704,WSH,TOR,Darcy Kuemper,Joseph Woll
20705,CBJ,ANA,Elvis Merzlikins,Lukas Dostal
20706,OTT,BUF,Anton Forsberg,Ukko-Pekka Luukkonen
20707,TB,CAR,Jonas Johansson,Pyotr Kochetkov
20708,MTL,NJ,Cayden Primeau,Vitek Vanecek
20709,PIT,DAL,Alex Nedeljkovic,Jake Oettinger
20710,FLA,SJ,Anthony Stolarz,Mackenzie Blackwood
20711,NYI,COL,Ilya Sorokin,Alexandar Georgiev
20712,DET,SEA,Ville Husso,Joey Daccord
20713,CHI,BOS,Petr Mrazek,Jeremy Swayman
20714,WPG,STL,Connor Hellebuyck,Jordan Binnington
20715,MIN,EDM,Filip Gustavsson,Jack Campbell
20716,NSH,VAN,Juuse Saros,Thatcher Demko
20717,CGY,NYR,Jacob Markstrom,Igor Shesterkin
20718,LA,ARI,Pheonix Copley,Connor Ingram
20719,VGK,PHI,Logan Thompson,Carter Hart
20720,NJ,WSH,Akira Schmid,Hunter Shepard
20721,BOS,ANA,Linus Ullmark,John Gibson
20722,DET,WPG,James Reimer,Connor Hellebuyck
20723,CAR,SEA,Frederik Andersen,Joey Daccord
20724,MTL,CBJ,Sam Montembeault,Elvis Merzlikins
20725,PHI,MIN,Carter Hart,Filip Gustavsson
20726,PIT,COL,Tristan Jarry,Alexandar Georgiev
20727,TB,SJ,Jonas Johansson,Mackenzie Blackwood
20728,NYI,OTT,Ilya Sorokin,Joonas Korpisalo
20729,DAL,TOR,Scott Wedgewood,Joseph Woll
20730,CGY,STL,Jacob Markstrom,Joel Hofer
20731,EDM,NYR,Stuart Skinner,Jonathan Quick
20732,VGK,CHI,Adin Hill,Petr Mrazek
20733,CAR,SJ,Antti Raanta,Kaapo Kahkonen
20734,NJ,BUF,Vitek Vanecek,Eric Comrie
20735,WSH,MIN,Darcy Kuemper,Marc-Andre Fleury
20736,VAN,STL,Thatcher Demko,Jordan Binnington
20737,ARI,LA,Karel Vejmelka,Pheonix Copley
20738,PHI,ANA,Samuel Ersson,Lukas Dostal
20739,FLA,SEA,Sergei Bobrovsky,Joey Daccord
20740,BOS,DET,Jeremy Swayman,Ville Husso
20741,MTL,WPG,Jake Allen,Laurent Brossoit
20742,PIT,OTT,Tristan Jarry,Joonas Korpisalo
20743,NSH,TOR,Juuse Saros,Ilya Samsonov
20744,CBJ,NYI,Spencer Martin,Semyon Varlamov
20745,VAN,NYR,Casey DeSmith,Igor Shesterkin
20746,LA,VGK,Cam Talbot,Logan Thompson
20747,BUF,COL,Ukko-Pekka Luukkonen,Alexandar Georgiev
20748,NJ,MIN,Vitek Vanecek,Marc-Andre Fleury
20749,WSH,SJ,Darcy Kuemper,Mackenzie Blackwood
20750,EDM,CGY,Stuart Skinner,Jacob Markstrom
20751,BOS,FLA,Linus Ullmark,Sergei Bobrovsky
20752,PHI,CAR,Carter Hart,Frederik Andersen
20753,PIT,ANA,Tristan Jarry,John Gibson
20754,TB,SEA,Jonas Johansson,Philipp Grubauer
20755,NYI,DET,Ilya Sorokin,Ville Husso
20756,WPG,NYR,Connor Hellebuyck,Igor Shesterkin
20757,DAL,CBJ,Jake Oettinger,Elvis Merzlikins
20758,ARI,CHI,Connor Ingram,Arvid Söderblom
20759,VGK,MTL,Adin Hill,Sam Montembeault
20760,TOR,LA,Joseph Woll,Cam Talbot
20761,VAN,NSH,Thatcher Demko,Kevin Lankinen
20762,PHI,BUF,Carter Hart,Ukko-Pekka Luukkonen
20763,CGY,DAL,Jacob Markstrom,Jake Oettinger
20764,COL,STL,Ivan Prosvetov,Jordan Binnington
20765,ANA,ARI,Lukas Dostal,Karel Vejmelka
20766,BOS,TOR,Jeremy Swayman,Ilya Samsonov
20767,DET,FLA,James Reimer,Sergei Bobrovsky
20768,NYR,CAR,Igor Shesterkin,Frederik Andersen
20769,OTT,LA,Joonas Korpisalo,Cam Talbot
20770,WSH,NYI,Darcy Kuemper,Semyon Varlamov
20771,CBJ,TB,Elvis Merzlikins,Matt Tomkins
20772,MIN,NJ,Filip Gustavsson,Vitek Vanecek
20773,EDM,DAL,Stuart Skinner,Scott Wedgewood
20774,ARI,MTL,Connor Ingram,Jake Allen
20775,VGK,WPG,Logan Thompson,Connor Hellebuyck
20776,SEA,NSH,Philipp Grubauer,Juuse Saros
20777,SJ,VAN,Kaapo Kahkonen,Thatcher Demko
20778,BUF,PHI,Ukko-Pekka Luukkonen,Samuel Ersson
20779,STL,NJ,Jordan Binnington,Akira Schmid
20780,EDM,NSH,Jack Campbell,Kevin Lankinen
20781,ARI,WPG,Karel Vejmelka,Connor Hellebuyck
20782,DET,BOS,Ville Husso,Linus Ullmark
20783,OTT,TB,Joonas Korpisalo,Jonas Johansson
20784,PHI,LA,Cal Petersen,Cam Talbot
20785,STL,MTL,Joel Hofer,Sam Montembeault
20786,TOR,BUF,Joseph Woll,Devon Levi
20787,WSH,CBJ,Charlie Lindgren,Elvis Merzlikins
20788,NYI,CAR,Ilya Sorokin,Antti Raanta
20789,CHI,FLA,Petr Mrazek,Anthony Stolarz
20790,MIN,NYR,Filip Gustavsson,Jonathan Quick
20791,SJ,PIT,Mackenzie Blackwood,Tristan Jarry
20792,VAN,DAL,Thatcher Demko,Jake Oettinger
20793,VGK,COL,Adin Hill,Alexandar Georgiev
20794,SEA,CGY,Philipp Grubauer,Dan Vladar
20795,CHI,NJ,Arvid Söderblom,Vitek Vanecek
20796,ANA,VGK,John Gibson,Logan Thompson
20797,TOR,TB,Ilya Samsonov,Jonas Johansson
20798,FLA,CBJ,Sergei Bobrovsky,Elvis Merzlikins
20799,DAL,BOS,Jake Oettinger,Jeremy Swayman
20800,VAN,EDM,Thatcher Demko,Stuart Skinner
20801,CAR,BUF,Antti Raanta,Ukko-Pekka Luukkonen
20802,MTL,TB,Jake Allen,Matt Tomkins
20803,NYI,MIN,Semyon Varlamov,Marc-Andre Fleury
20804,NYR,DET,Jonathan Quick,Ville Husso
20805,STL,WPG,Jordan Binnington,Connor Hellebuyck
20806,CGY,NSH,Jacob Markstrom,Juuse Saros
20807,ARI,SEA,Connor Ingram,Joey Daccord
20808,COL,NJ,Alexandar Georgiev,Vitek Vanecek
20809,ANA,PIT,John Gibson,Tristan Jarry
20810,SJ,PHI,Mackenzie Blackwood,Samuel Ersson
20811,TOR,OTT,Joseph Woll,Joonas Korpisalo
20812,WSH,FLA,Darcy Kuemper,Sergei Bobrovsky
20813,VGK,LA,Adin Hill,Cam Talbot
20814,BOS,NYI,Linus Ullmark,Ilya Sorokin
20815,DET,MTL,James Reimer,Cayden Primeau
20816,NYR,MIN,Louis Domingue,Marc-Andre Fleury
20817,OTT,VAN,Anton Forsberg,Casey DeSmith
20818,TB,CHI,Jonas Johansson,Petr Mrazek
20819,CBJ,DAL,Spencer Martin,Jake Oettinger
20820,STL,ARI,Joel Hofer,Karel Vejmelka
20821,WPG,NSH,Laurent Brossoit,Juuse Saros
20822,COL,SEA,Ivan Prosvetov,Philipp Grubauer
20823,LA,PIT,Pheonix Copley,Magnus Hellberg
20824,SJ,EDM,Mackenzie Blackwood,Stuart Skinner
20825,BUF,MIN,Devon Levi,Filip Gustavsson
20826,NJ,WSH,Vitek Vanecek,Charlie Lindgren
20827,TOR,CGY,Joseph Woll,Dan Vladar
20828,FLA,CAR,Sergei Bobrovsky,Antti Raanta
20829,ANA,PHI,Lukas Dostal,Samuel Ersson
20830,VGK,SJ,Adin Hill,Kaapo Kahkonen
20831,DET,CBJ,Ville Husso,Spencer Martin
20832,WPG,DAL,Connor Hellebuyck,Scott Wedgewood
20833,MTL,BOS,Sam Montembeault,Jeremy Swayman
20834,OTT,CGY,Joonas Korpisalo,Dustin Wolf
20835,TB,CAR,Jonas Johansson,Pyotr Kochetkov
20836,TOR,VAN,Ilya Samsonov,Thatcher Demko
20837,NYI,WSH,Semyon Varlamov,Hunter Shepard
20838,PIT,BUF,Tristan Jarry,Ukko-Pekka Luukkonen
20839,NSH,ARI,Juuse Saros,Connor Ingram
20840,COL,STL,Alexandar Georgiev,Jordan Binnington
20841,SEA,EDM,Philipp Grubauer,Stuart Skinner
20842,LA,PHI,Cam Talbot,Cal Petersen
20843,FLA,CHI,Sergei Bobrovsky,Arvid Söderblom
20844,MIN,DAL,Marc-Andre Fleury,Jake Oettinger
20845,MTL,VAN,Jake Allen,Casey DeSmith
20846,NYR,CBJ,Jonathan Quick,Elvis Merzlikins
20847,ANA,SJ,John Gibson,Mackenzie Blackwood
20848,EDM,NYI,Stuart Skinner,Ilya Sorokin
20849,SEA,COL,Joey Daccord,Alexandar Georgiev
20850,BUF,BOS,Devon Levi,Linus Ullmark
20851,MTL,CGY,Sam Montembeault,Jacob Markstrom
20852,WSH,VGK,Charlie Lindgren,Logan Thompson
20853,CBJ,PIT,Elvis Merzlikins,Tristan Jarry
20854,DAL,ARI,Jake Oettinger,Karel Vejmelka
20855,STL,TB,Jordan Binnington,Jonas Johansson
20856,NSH,ANA,Juuse Saros,John Gibson
20857,WPG,NJ,Connor Hellebuyck,Akira Schmid
20858,SJ,FLA,Mackenzie Blackwood,Anthony Stolarz
20859,CAR,PHI,Pyotr Kochetkov,Carter Hart
20860,EDM,SEA,Stuart Skinner,Joey Daccord
20861,COL,ANA,Alexandar Georgiev,Lukas Dostal
20862,VAN,NYI,Thatcher Demko,Ilya Sorokin
20863,OTT,DET,Joonas Korpisalo,James Reimer
20864,MTL,VGK,Cayden Primeau,Adin Hill
20865,PIT,NJ,Tristan Jarry,Vitek Vanecek
20866,CBJ,ARI,Elvis Merzlikins,Connor Ingram
20867,CHI,TB,Petr Mrazek,Jonas Johansson
20868,CGY,VAN,Jacob Markstrom,Casey DeSmith
20869,SEA,NYI,Philipp Grubauer,Semyon Varlamov
20870,LA,FLA,Cam Talbot,Sergei Bobrovsky
20871,SJ,STL,Kaapo Kahkonen,Joel Hofer
20872,DET,TOR,Alex Lyon,Ilya Samsonov
20873,WPG,BUF,Connor Hellebuyck,Eric Comrie
20874,ANA,FLA,John Gibson,Anthony Stolarz
20875,OTT,MIN,Anton Forsberg,Filip Gustavsson
20876,PHI,VGK,Carter Hart,Logan Thompson
20877,NSH,CHI,Kevin Lankinen,Arvid Söderblom
20878,TB,EDM,Jonas Johansson,Stuart Skinner
20879,BOS,MTL,Jeremy Swayman,Jake Allen
20880,CGY,NYI,Jacob Markstrom,Ilya Sorokin
20881,CAR,PIT,Antti Raanta,Tristan Jarry
20882,NJ,NYR,Vitek Vanecek,Igor Shesterkin
20883,WPG,ARI,Laurent Brossoit,Karel Vejmelka
20884,WSH,CBJ,Charlie Lindgren,Elvis Merzlikins
20885,DAL,COL,Jake Oettinger,Alexandar Georgiev
20886,VAN,SEA,Thatcher Demko,Philipp Grubauer
20887,LA,STL,Cam Talbot,Jordan Binnington
20888,MIN,TOR,Marc-Andre Fleury,Joseph Woll
20889,PHI,CBJ,Samuel Ersson,Spencer Martin
20890,PIT,VGK,Alex Nedeljkovic,Adin Hill
20891,CHI,BUF,Petr Mrazek,Ukko-Pekka Luukkonen
20892,ANA,STL,John Gibson,Joel Hofer
20893,TB,BOS,Jonas Johansson,Jeremy Swayman
20894,FLA,EDM,Sergei Bobrovsky,Calvin Pickard
20895,DAL,NYR,Scott Wedgewood,Igor Shesterkin
20896,NSH,COL,Juuse Saros,Alexandar Georgiev
20897,ARI,LA,Connor Ingram,Pheonix Copley
20898,VAN,SJ,Thatcher Demko,Mackenzie Blackwood
20899,SEA,CGY,Philipp Grubauer,Dan Vladar
20900,DET,NJ,Alex Lyon,Vitek Vanecek
20901,CAR,EDM,Antti Raanta,Stuart Skinner
20902,PIT,NYR,Tristan Jarry,Jonathan Quick
20903,TB,WPG,Jonas Johansson,Connor Hellebuyck
20904,WSH,BUF,Darcy Kuemper,Devon Levi
20905,FLA,BOS,Sergei Bobrovsky,Linus Ullmark
20906,CBJ,CHI,Elvis Merzlikins,Petr Mrazek
20907,NYI,PHI,Ilya Sorokin,Carter Hart
20908,ARI,STL,Karel Vejmelka,Jordan Binnington
20909,NSH,CGY,Juuse Saros,Jacob Markstrom
20910,DAL,VGK,Jake Oettinger,Adin Hill
20911,COL,VAN,Alexandar Georgiev,Thatcher Demko
20912,ANA,MTL,John Gibson,Sam Montembeault
20913,SEA,SJ,Joey Daccord,Kaapo Kahkonen
20914,BOS,DET,Jeremy Swayman,Ville Husso
20915,PHI,NYR,Carter Hart,Igor Shesterkin
20916,CHI,TOR,Arvid Söderblom,Ilya Samsonov
20917,NJ,CBJ,Akira Schmid,Elvis Merzlikins
20918,STL,NSH,Joel Hofer,Kevin Lankinen
20919,WSH,EDM,Charlie Lindgren,Stuart Skinner
20920,SJ,MTL,Mackenzie Blackwood,Cayden Primeau
20921,ANA,LA,John Gibson,Cam Talbot
20922,BUF,PIT,Ukko-Pekka Luukkonen,Alex Nedeljkovic
20923,OTT,NYI,Anton Forsberg,Semyon Varlamov
20924,CAR,TB,Antti Raanta,Andrei Vasilevskiy
20925,FLA,WPG,Sergei Bobrovsky,Connor Hellebuyck
20926,DAL,CGY,Jake Oettinger,Jacob Markstrom
20927,MIN,COL,Filip Gustavsson,Alexandar Georgiev
20928,SEA,VAN,Joey Daccord,Thatcher Demko
20929,NYR,BOS,Jonathan Quick,Linus Ullmark
20930,LA,MTL,Pheonix Copley,Jake Allen
20931,NJ,BUF,Vitek Vanecek,Eric Comrie
20932,PIT,TOR,Tristan Jarry,Joseph Woll
20933,NYI,PHI,Ilya Sorokin,Samuel Ersson
20934,COL,CGY,Ivan Prosvetov,Dan Vladar
20935,SJ,VAN,Kaapo Kahkonen,Casey DeSmith
20936,VGK,ARI,Logan Thompson,Connor Ingram
20937,DET,MIN,Alex Lyon,Filip Gustavsson
20938,CHI,STL,Arvid Söderblom,Jordan Binnington
20939,CAR,CBJ,Pyotr Kochetkov,Elvis Merzlikins
20940,NSH,WPG,Juuse Saros,Laurent Brossoit
20941,EDM,ANA,Stuart Skinner,Lukas Dostal
20942,NYR,BUF,Igor Shesterkin,Ukko-Pekka Luukkonen
20943,OTT,FLA,Joonas Korpisalo,Sergei Bobrovsky
20944,CBJ,BOS,Spencer Martin,Jeremy Swayman
20945,COL,TB,Alexandar Georgiev,Andrei Vasilevskiy
20946,CGY,VGK,Dan Vladar,Adin Hill
20947,SJ,WSH,Mackenzie Blackwood,Darcy Kuemper
20948,NJ,NYI,Vitek Vanecek,Ilya Sorokin
20949,PHI,CAR,Carter Hart,Pyotr Kochetkov
20950,TOR,FLA,Joseph Woll,Anthony Stolarz
20951,NSH,PIT,Juuse Saros,Tristan Jarry
20952,WPG,DAL,Connor Hellebuyck,Jake Oettinger
20953,MIN,STL,Filip Gustavsson,Jordan Binnington
20954,CHI,SEA,Petr Mrazek,Philipp Grubauer
20955,EDM,VGK,Stuart Skinner,Logan Thompson
20956,ARI,TB,Connor Ingram,Jonas Johansson
20957,VAN,ANA,Thatcher Demko,John Gibson
20958,CBJ,MTL,Elvis Merzlikins,Sam Montembeault
20959,NYR,DET,Igor Shesterkin,Ville Husso
20960,LA,WSH,Cam Talbot,Charlie Lindgren
20961,BOS,SJ,Jeremy Swayman,Mackenzie Blackwood
20962,DET,CHI,Alex Lyon,Petr Mrazek
20963,CAR,NYI,Pyotr Kochetkov,Semyon Varlamov
20964,MTL,FLA,Cayden Primeau,Sergei Bobrovsky
20965,PHI,NJ,Carter Hart,Akira Schmid
20966,TB,PIT,Andrei Vasilevskiy,Tristan Jarry
20967,TOR,SEA,Joseph Woll,Philipp Grubauer
20968,STL,BUF,Jordan Binnington,Ukko-Pekka Luukkonen
20969,NSH,MIN,Juuse Saros,Filip Gustavsson
20970,WPG,EDM,Connor Hellebuyck,Stuart Skinner
20971,CGY,DAL,Jacob Markstrom,Scott Wedgewood
20972,ARI,COL,Connor Ingram,Alexandar Georgiev
20973,VAN,VGK,Thatcher Demko,Adin Hill
20974,ANA,WSH,John Gibson,Darcy Kuemper
20975,NJ,SJ,Akira Schmid,Kaapo Kahkonen
20976,CBJ,OTT,Elvis Merzlikins,Joonas Korpisalo
20977,DAL,TB,Jake Oettinger,Andrei Vasilevskiy
20978,WPG,CHI,Connor Hellebuyck,Arvid Söderblom
20979,NSH,NYR,Kevin Lankinen,Igor Shesterkin
20980,FLA,NYI,Anthony Stolarz,Ilya Sorokin
20981,CAR,BUF,Pyotr Kochetkov,Eric Comrie
20982,MTL,DET,Jake Allen,Ville Husso
20983,OTT,SEA,Anton Forsberg,Joey Daccord
20984,PIT,PHI,Tristan Jarry,Samuel Ersson
20985,TOR,BOS,Joseph Woll,Linus Ullmark
20986,ARI,STL,Connor Ingram,Joel Hofer
20987,CGY,VAN,Jacob Markstrom,Thatcher Demko
20988,ANA,COL,John Gibson,Ivan Prosvetov
20989,VGK,WSH,Logan Thompson,Darcy Kuemper
20990,MIN,CHI,Marc-Andre Fleury,Petr Mrazek
20991,NYR,SJ,Jonathan Quick,Mackenzie Blackwood
20992,BOS,CBJ,Jeremy Swayman,Spencer Martin
20993,BUF,NSH,Ukko-Pekka Luukkonen,Juuse Saros
20994,LA,COL,Cam Talbot,Alexandar Georgiev
20995,PHI,PIT,Carter Hart,Alex Nedeljkovic
20996,TB,DAL,Andrei Vasilevskiy,Jake Oettinger
20997,MTL,SEA,Sam Montembeault,Philipp Grubauer
20998,WPG,CAR,Laurent Brossoit,Antti Raanta
20999,ARI,WSH,Connor Ingram,Darcy Kuemper
21000,VGK,STL,Logan Thompson,Jordan Binnington
21001,BUF,DET,Eric Comrie,Alex Lyon
21002,OTT,NYR,Anton Forsberg,Igor Shesterkin
21003,CBJ,LA,Elvis Merzlikins,Pheonix Copley
21004,NYI,SJ,Ilya Sorokin,Kaapo Kahkonen
21005,CHI,NSH,Arvid Söderblom,Juuse Saros
21006,CGY,MIN,Dan Vladar,Filip Gustavsson
21007,COL,ANA,Alexandar Georgiev,John Gibson
21008,VAN,NJ,Thatcher Demko,Vitek Vanecek
21009,TB,PIT,Andrei Vasilevskiy,Tristan Jarry
21010,FLA,DAL,Sergei Bobrovsky,Jake Oettinger
21011,STL,VGK,Jordan Binnington,Logan Thompson
21012,EDM,CAR,Stuart Skinner,Pyotr Kochetkov
21013,BOS,BUF,Linus Ullmark,Devon Levi
21014,DET,SJ,Ville Husso,Mackenzie Blackwood
21015,MTL,LA,Sam Montembeault,Cam Talbot
21016,OTT,TOR,Anton Forsberg,Joseph Woll
21017,WSH,DAL,Charlie Lindgren,Scott Wedgewood
21018,NYI,CBJ,Semyon Varlamov,Spencer Martin
21019,NSH,TB,Juuse Saros,Jonas Johansson
21020,CHI,ANA,Petr Mrazek,Lukas Dostal
21021,CGY,CAR,Dustin Wolf,Pyotr Kochetkov
21022,COL,WPG,Alexandar Georgiev,Connor Hellebuyck
21023,ARI,PHI,Connor Ingram,Carter Hart
21024,VAN,MIN,Casey DeSmith,Filip Gustavsson
21025,SEA,NJ,Philipp Grubauer,Akira Schmid
21026,FLA,PIT,Sergei Bobrovsky,Tristan Jarry
21027,CBJ,STL,Jet Greaves,Joel Hofer
21028,EDM,MIN,Stuart Skinner,Marc-Andre Fleury
21029,BOS,ARI,Linus Ullmark,Connor Ingram
21030,CGY,NJ,Dustin Wolf,Vitek Vanecek
21031,DAL,VGK,Jake Oettinger,Logan Thompson
21032,BUF,MTL,Devon Levi,Cayden Primeau
21033,DET,OTT,Alex Lyon,Joonas Korpisalo
21034,TOR,NSH,Ilya Samsonov,Kevin Lankinen
21035,WSH,NYR,Charlie Lindgren,Igor Shesterkin
21036,NYI,LA,Ilya Sorokin,Cam Talbot
21037,CHI,STL,Petr Mrazek,Jordan Binnington
21038,COL,PHI,Ivan Prosvetov,Carter Hart
21039,VAN,CAR,Thatcher Demko,Antti Raanta
21040,SEA,TB,Philipp Grubauer,Andrei Vasilevskiy
21041,CBJ,FLA,Jet Greaves,Anthony Stolarz
21042,EDM,NJ,Calvin Pickard,Akira Schmid
21043,CHI,WSH,Arvid Söderblom,Darcy Kuemper
21044,MTL,NSH,Jake Allen,Juuse Saros
21045,NYR,LA,Jonathan Quick,Pheonix Copley
21046,ANA,WPG,John Gibson,Connor Hellebuyck
21047,SEA,MIN,Joey Daccord,Filip Gustavsson
21048,VGK,SJ,Jiri Patera,Kaapo Kahkonen
21049,BUF,ARI,Devon Levi,Karel Vejmelka
21050,NYI,TOR,Ilya Sorokin,Ilya Samsonov
21051,DAL,DET,Jake Oettinger,James Reimer
21052,COL,CGY,Alexandar Georgiev,Dan Vladar
21053,NYR,TOR,Igor Shesterkin,Martin Jones
21054,OTT,CAR,Joonas Korpisalo,Pyotr Kochetkov
21055,PIT,ARI,Tristan Jarry,Connor Ingram
21056,STL,DET,Jordan Binnington,Ville Husso
21057,NSH,PHI,Juuse Saros,Samuel Ersson
21058,EDM,CHI,Stuart Skinner,Petr Mrazek
21059,VAN,TB,Thatcher Demko,Andrei Vasilevskiy
