game_id,home_team,away_team,home_goaltender,away_goaltender
21499,WSH,NJ,Charlie Lindgren,Nico Daws
21500,FLA,OTT,Sergei Bobrovsky,Joonas Korpisalo
21501,WPG,MIN,Laurent Brossoit,Marc-Andre Fleury
21502,COL,VAN,Alexandar Georgiev,Thatcher Demko
21503,VGK,NSH,Adin Hill,Kevin Lankinen
21504,LA,CBJ,Cam Talbot,Elvis Merzlikins
21505,MTL,BUF,Sam Montembeault,Ukko-Pekka Luukkonen
21506,CHI,PHI,Arvid Söderblom,Samuel Ersson
21507,EDM,BOS,Stuart Skinner,Jeremy Swayman
21508,ARI,TOR,Karel Vejmelka,Ilya Samsonov
21509,ANA,CBJ,John Gibson,Daniil Tarasov
21510,DET,COL,Alex Lyon,Justus Annunen
21511,CAR,FLA,Pyotr Kochetkov,Sergei Bobrovsky
21512,NJ,NYR,Nico Daws,Igor Shesterkin
21513,OTT,DAL,Anton Forsberg,Jake Oettinger
21514,PIT,MTL,Tristan Jarry,Cayden Primeau
21515,TB,WSH,Andrei Vasilevskiy,Charlie Lindgren
21516,STL,NYI,Jordan Binnington,Semyon Varlamov
21517,CGY,BOS,Jacob Markstrom,Linus Ullmark
21518,VGK,TOR,Adin Hill,Martin Jones
21519,SEA,VAN,Philipp Grubauer,Thatcher Demko
21520,LA,NSH,David Rittich,Juuse Saros
21521,CBJ,BUF,Daniil Tarasov,Ukko-Pekka Luukkonen
21522,CHI,WPG,Petr Mrazek,Connor Hellebuyck
21523,EDM,MIN,Calvin Pickard,Filip Gustavsson
21524,NJ,MTL,Nico Daws,Jake Allen
21525,NYI,TB,Ilya Sorokin,Andrei Vasilevskiy
21526,PHI,NYR,Samuel Ersson,Igor Shesterkin
21527,FLA,WSH,Anthony Stolarz,Charlie Lindgren
21528,DET,STL,Alex Lyon,Jordan Binnington
21529,CAR,DAL,Pyotr Kochetkov,Jake Oettinger
21530,OTT,VGK,Anton Forsberg,Logan Thompson
21531,COL,TOR,Alexandar Georgiev,Ilya Samsonov
21532,VAN,BOS,Thatcher Demko,Jeremy Swayman
21533,EDM,CGY,Stuart Skinner,Dan Vladar
21534,SJ,NSH,Kaapo Kahkonen,Juuse Saros
21535,SEA,MIN,Joey Daccord,Marc-Andre Fleury
21536,LA,ANA,David Rittich,John Gibson
21537,NJ,TB,Akira Schmid,Jonas Johansson
21538,PIT,PHI,Tristan Jarry,Cal Petersen
21539,BUF,CAR,Ukko-Pekka Luukkonen,Spencer Martin
21540,CHI,DET,Petr Mrazek,James Reimer
21541,WPG,ARI,Connor Hellebuyck,Connor Ingram
21542,CBJ,NYR,Elvis Merzlikins,Jonathan Quick
21543,ANA,NSH,Lukas Dostal,Kevin Lankinen
21544,WSH,OTT,Darcy Kuemper,Anton Forsberg
21545,DAL,NYI,Scott Wedgewood,Ilya Sorokin
21546,EDM,LA,Stuart Skinner,David Rittich
21547,SEA,BOS,Philipp Grubauer,Linus Ullmark
21548,DET,WSH,Alex Lyon,Charlie Lindgren
21549,MTL,ARI,Sam Montembeault,Connor Ingram
21550,PHI,TB,Samuel Ersson,Andrei Vasilevskiy
21551,TOR,VGK,Ilya Samsonov,Adin Hill
21552,FLA,BUF,Sergei Bobrovsky,Ukko-Pekka Luukkonen
21553,NSH,OTT,Juuse Saros,Joonas Korpisalo
21554,WPG,STL,Laurent Brossoit,Joel Hofer
21555,MIN,CAR,Filip Gustavsson,Pyotr Kochetkov
21556,CGY,LA,Jacob Markstrom,Cam Talbot
21557,COL,DAL,Alexandar Georgiev,Jake Oettinger
21558,VAN,PIT,Thatcher Demko,Tristan Jarry
21559,SJ,NJ,Mackenzie Blackwood,Nico Daws
21560,NYR,CBJ,Igor Shesterkin,Elvis Merzlikins
21561,EDM,STL,Stuart Skinner,Jordan Binnington
21562,BOS,VGK,Jeremy Swayman,Adin Hill
21563,DET,NYI,Alex Lyon,Ilya Sorokin
21564,TB,BUF,Andrei Vasilevskiy,Ukko-Pekka Luukkonen
21565,TOR,ARI,Joseph Woll,Connor Ingram
21566,FLA,MTL,Anthony Stolarz,Sam Montembeault
21567,CBJ,CAR,Daniil Tarasov,Spencer Martin
21568,DAL,WPG,Jake Oettinger,Connor Hellebuyck
21569,NSH,MIN,Juuse Saros,Filip Gustavsson
21570,CHI,COL,Petr Mrazek,Justus Annunen
21571,VAN,LA,Thatcher Demko,Cam Talbot
21572,SEA,PIT,Philipp Grubauer,Tristan Jarry
21573,SJ,ANA,Kaapo Kahkonen,John Gibson
21574,OTT,ARI,Anton Forsberg,Karel Vejmelka
21575,WSH,PHI,Charlie Lindgren,Samuel Ersson
21576,ANA,NJ,Lukas Dostal,Nico Daws
21577,CAR,WPG,Pyotr Kochetkov,Connor Hellebuyck
21578,NYI,BOS,Ilya Sorokin,Linus Ullmark
21579,SEA,EDM,Philipp Grubauer,Stuart Skinner
21580,NSH,COL,Juuse Saros,Alexandar Georgiev
21581,BUF,VGK,Ukko-Pekka Luukkonen,Logan Thompson
21582,DET,FLA,Alex Lyon,Sergei Bobrovsky
21583,PHI,OTT,Felix Sandstrom,Mads Sogaard
21584,TB,MTL,Andrei Vasilevskiy,Cayden Primeau
21585,TOR,NYR,Ilya Samsonov,Igor Shesterkin
21586,CHI,CBJ,Arvid Söderblom,Elvis Merzlikins
21587,DAL,SJ,Jake Oettinger,Magnus Chrona
21588,STL,MIN,Jordan Binnington,Marc-Andre Fleury
21589,CGY,PIT,Jacob Markstrom,Tristan Jarry
21590,WSH,ARI,Charlie Lindgren,Karel Vejmelka
21591,LA,NJ,Cam Talbot,Nico Daws
21592,BUF,WPG,Ukko-Pekka Luukkonen,Laurent Brossoit
21593,MIN,SJ,Filip Gustavsson,Kaapo Kahkonen
21594,ANA,VAN,Lukas Dostal,Casey DeSmith
21595,EDM,PIT,Calvin Pickard,Alex Nedeljkovic
21596,NYR,FLA,Igor Shesterkin,Sergei Bobrovsky
21597,PHI,STL,Samuel Ersson,Jordan Binnington
21598,TOR,BOS,Joseph Woll,Jeremy Swayman
21599,CBJ,VGK,Daniil Tarasov,Adin Hill
21600,COL,CHI,Justus Annunen,Petr Mrazek
21601,CGY,SEA,Jacob Markstrom,Philipp Grubauer
21602,BOS,EDM,Linus Ullmark,Stuart Skinner
21603,NJ,FLA,Akira Schmid,Anthony Stolarz
21604,PIT,CBJ,Tristan Jarry,Jet Greaves
21605,NYI,STL,Ilya Sorokin,Joel Hofer
21606,NSH,MTL,Juuse Saros,Jake Allen
21607,WPG,SEA,Connor Hellebuyck,Joey Daccord
21608,ARI,CHI,Connor Ingram,Arvid Söderblom
21609,LA,VAN,Cam Talbot,Thatcher Demko
21610,SJ,DAL,Kaapo Kahkonen,Jake Oettinger
21611,TOR,BUF,Ilya Samsonov,Ukko-Pekka Luukkonen
21612,COL,DET,Alexandar Georgiev,Alex Lyon
21613,ANA,OTT,Lukas Dostal,Mads Sogaard
21614,BOS,TOR,Jeremy Swayman,Joseph Woll
21615,CAR,MTL,Frederik Andersen,Sam Montembeault
21616,NJ,STL,Nico Daws,Jordan Binnington
21617,PIT,WSH,Tristan Jarry,Charlie Lindgren
21618,TB,CGY,Andrei Vasilevskiy,Jacob Markstrom
21619,FLA,PHI,Sergei Bobrovsky,Samuel Ersson
21620,CBJ,EDM,Daniil Tarasov,Calvin Pickard
21621,NSH,BUF,Juuse Saros,Eric Comrie
21622,ARI,MIN,Karel Vejmelka,Marc-Andre Fleury
21623,VGK,VAN,Adin Hill,Thatcher Demko
21624,LA,OTT,Cam Talbot,Joonas Korpisalo
21625,SJ,NYI,Magnus Chrona,Ilya Sorokin
21626,COL,MIN,Alexandar Georgiev,Filip Gustavsson
21627,ARI,DET,Connor Ingram,Alex Lyon
21628,ANA,DAL,John Gibson,Jake Oettinger
21629,SEA,WPG,Joey Daccord,Laurent Brossoit
21630,BUF,EDM,Ukko-Pekka Luukkonen,Stuart Skinner
21631,NJ,CAR,Nico Daws,Pyotr Kochetkov
21632,CBJ,NSH,Daniil Tarasov,Kevin Lankinen
21633,BOS,PIT,Linus Ullmark,Alex Nedeljkovic
21634,FLA,CGY,Anthony Stolarz,Jacob Markstrom
21635,MTL,TOR,Sam Montembeault,Ilya Samsonov
21636,SJ,OTT,Magnus Chrona,Joonas Korpisalo
21637,TB,PHI,Andrei Vasilevskiy,Samuel Ersson
21638,WSH,CHI,Charlie Lindgren,Petr Mrazek
21639,NYR,STL,Igor Shesterkin,Jordan Binnington
21640,VAN,WPG,Thatcher Demko,Connor Hellebuyck
21641,VGK,DET,Adin Hill,James Reimer
21642,LA,DAL,Cam Talbot,Scott Wedgewood
21643,PIT,EDM,Tristan Jarry,Calvin Pickard
21644,MIN,NSH,Marc-Andre Fleury,Juuse Saros
21645,CAR,CGY,Frederik Andersen,Dan Vladar
21646,CHI,ARI,Arvid Söderblom,Connor Ingram
21647,ANA,NYI,Lukas Dostal,Semyon Varlamov
21648,BOS,STL,Jeremy Swayman,Joel Hofer
21649,NYR,NJ,Jonathan Quick,Kaapo Kahkonen
21650,WPG,WSH,Connor Hellebuyck,Charlie Lindgren
21651,LA,NYI,David Rittich,Ilya Sorokin
21652,BUF,DET,Ukko-Pekka Luukkonen,Alex Lyon
21653,CAR,NYR,Pyotr Kochetkov,Igor Shesterkin
21654,MTL,CBJ,Cayden Primeau,Elvis Merzlikins
21655,OTT,PIT,Joonas Korpisalo,Tristan Jarry
21656,PHI,SJ,Samuel Ersson,Magnus Chrona
21657,DAL,FLA,Jake Oettinger,Sergei Bobrovsky
21658,MIN,ARI,Marc-Andre Fleury,Karel Vejmelka
21659,CHI,ANA,Petr Mrazek,John Gibson
21660,CGY,COL,Dan Vladar,Justus Annunen
21661,SEA,VGK,Philipp Grubauer,Adin Hill
21662,STL,LA,Jordan Binnington,Cam Talbot
21663,WPG,NSH,Connor Hellebuyck,Juuse Saros
21664,EDM,WSH,Stuart Skinner,Darcy Kuemper
21665,VAN,COL,Casey DeSmith,Alexandar Georgiev
21666,BUF,NYI,Ukko-Pekka Luukkonen,Ilya Sorokin
21667,DET,ARI,Alex Lyon,Connor Ingram
21668,CAR,FLA,Frederik Andersen,Sergei Bobrovsky
21669,MTL,BOS,Sam Montembeault,Linus Ullmark
21670,PHI,TOR,Samuel Ersson,Ilya Samsonov
21671,PIT,SJ,Tristan Jarry,Magnus Chrona
21672,TB,NYR,Andrei Vasilevskiy,Igor Shesterkin
21673,CBJ,OTT,Elvis Merzlikins,Anton Forsberg
21674,DAL,NJ,Jake Oettinger,Jake Allen
21675,MIN,ANA,Marc-Andre Fleury,Lukas Dostal
21676,CGY,VGK,Dustin Wolf,Adin Hill
21677,SEA,WSH,Joey Daccord,Charlie Lindgren
21678,WPG,ANA,Laurent Brossoit,John Gibson
21679,CHI,LA,Arvid Söderblom,Cam Talbot
21680,DET,BUF,James Reimer,Ukko-Pekka Luukkonen
21681,NYI,OTT,Semyon Varlamov,Joonas Korpisalo
21682,PIT,NYR,Tristan Jarry,Jonathan Quick
21683,ARI,NJ,Karel Vejmelka,Kaapo Kahkonen
21684,FLA,TB,Sergei Bobrovsky,Andrei Vasilevskiy
21685,BOS,PHI,Jeremy Swayman,Felix Sandstrom
21686,CGY,MTL,Dustin Wolf,Cayden Primeau
21687,TOR,CAR,Ilya Samsonov,Pyotr Kochetkov
21688,CBJ,SJ,Daniil Tarasov,Magnus Chrona
21689,DAL,LA,Scott Wedgewood,David Rittich
21690,STL,MIN,Jordan Binnington,Marc-Andre Fleury
21691,EDM,COL,Stuart Skinner,Alexandar Georgiev
21692,VAN,WSH,Casey DeSmith,Charlie Lindgren
21693,SEA,NSH,Philipp Grubauer,Juuse Saros
21694,NYR,NYI,Igor Shesterkin,Ilya Sorokin
21695,VGK,NJ,Logan Thompson,Jake Allen
21696,CHI,SJ,Petr Mrazek,Devin Cooley
21697,OTT,CAR,Anton Forsberg,Frederik Andersen
21698,PIT,DET,Alex Nedeljkovic,Alex Lyon
21699,CBJ,WPG,Elvis Merzlikins,Connor Hellebuyck
21700,STL,ANA,Joel Hofer,Lukas Dostal
21701,CGY,WSH,Dustin Wolf,Charlie Lindgren
21702,SEA,BUF,Joey Daccord,Ukko-Pekka Luukkonen
21703,BOS,OTT,Linus Ullmark,Joonas Korpisalo
21704,DET,CBJ,James Reimer,Daniil Tarasov
21705,NJ,PIT,Jake Allen,Tristan Jarry
21706,NYR,WPG,Igor Shesterkin,Connor Hellebuyck
21707,PHI,TOR,Samuel Ersson,Ilya Samsonov
21708,NYI,CAR,Ilya Sorokin,Pyotr Kochetkov
21709,STL,COL,Jordan Binnington,Justus Annunen
21710,NSH,SJ,Juuse Saros,Magnus Chrona
21711,EDM,MTL,Calvin Pickard,Sam Montembeault
21712,LA,CHI,Cam Talbot,Petr Mrazek
21713,VAN,BUF,Casey DeSmith,Devon Levi
21714,ANA,MIN,John Gibson,Filip Gustavsson
21715,VGK,TB,Adin Hill,Andrei Vasilevskiy
21716,WSH,TOR,Charlie Lindgren,Joseph Woll
21717,DAL,ARI,Jake Oettinger,Connor Ingram
21718,LA,MIN,David Rittich,Marc-Andre Fleury
21719,BOS,NYR,Jeremy Swayman,Jonathan Quick
21720,DET,NYI,James Reimer,Ilya Sorokin
21721,CAR,PHI,Frederik Andersen,Samuel Ersson
21722,NJ,WPG,Jake Allen,Laurent Brossoit
21723,OTT,STL,Anton Forsberg,Joel Hofer
21724,FLA,NSH,Sergei Bobrovsky,Kevin Lankinen
21725,EDM,BUF,Stuart Skinner,Ukko-Pekka Luukkonen
21726,VAN,MTL,Casey DeSmith,Sam Montembeault
21727,ANA,CHI,Lukas Dostal,Arvid Söderblom
21728,VGK,SEA,Logan Thompson,Philipp Grubauer
21729,SJ,TB,Mackenzie Blackwood,Andrei Vasilevskiy
21730,WSH,CAR,Darcy Kuemper,Pyotr Kochetkov
21731,DAL,PIT,Jake Oettinger,Tristan Jarry
21732,COL,CBJ,Alexandar Georgiev,Elvis Merzlikins
21733,ARI,SEA,Karel Vejmelka,Joey Daccord
21734,NYI,WPG,Semyon Varlamov,Connor Hellebuyck
21735,PHI,BOS,Samuel Ersson,Linus Ullmark
21736,MIN,STL,Marc-Andre Fleury,Jordan Binnington
21737,NSH,DET,Juuse Saros,Alex Lyon
21738,NJ,OTT,Jake Allen,Joonas Korpisalo
21739,TOR,EDM,Ilya Samsonov,Stuart Skinner
21740,NYR,FLA,Igor Shesterkin,Sergei Bobrovsky
21741,VAN,CGY,Casey DeSmith,Jacob Markstrom
21742,LA,TB,Cam Talbot,Andrei Vasilevskiy
21743,SJ,CHI,Devin Cooley,Petr Mrazek
21744,VGK,CBJ,Adin Hill,Daniil Tarasov
21745,WSH,WPG,Charlie Lindgren,Connor Hellebuyck
21746,COL,PIT,Alexandar Georgiev,Alex Nedeljkovic
21747,NYI,NJ,Ilya Sorokin,Kaapo Kahkonen
21748,CAR,TOR,Frederik Andersen,Joseph Woll
21749,OTT,EDM,Joonas Korpisalo,Calvin Pickard
21750,PHI,FLA,Felix Sandstrom,Anthony Stolarz
21751,ARI,DAL,Connor Ingram,Jake Oettinger
21752,ANA,TB,Lukas Dostal,Jonas Johansson
21753,CGY,BUF,Dustin Wolf,Ukko-Pekka Luukkonen
21754,SEA,MTL,Philipp Grubauer,Cayden Primeau
21755,STL,VGK,Jordan Binnington,Logan Thompson
21756,VAN,LA,Casey DeSmith,Cam Talbot
21757,NYR,PHI,Igor Shesterkin,Samuel Ersson
21758,PIT,CAR,Alex Nedeljkovic,Pyotr Kochetkov
21759,TOR,NJ,Joseph Woll,Jake Allen
21760,WSH,DET,Charlie Lindgren,Alex Lyon
21761,FLA,BOS,Sergei Bobrovsky,Jeremy Swayman
21762,NSH,VGK,Juuse Saros,Jiri Patera
21763,WPG,EDM,Connor Hellebuyck,Stuart Skinner
21764,CHI,CGY,Petr Mrazek,Jacob Markstrom
21765,COL,MTL,Justus Annunen,Sam Montembeault
21766,ARI,CBJ,Karel Vejmelka,Elvis Merzlikins
21767,SEA,ANA,Joey Daccord,John Gibson
21768,SJ,DAL,Mackenzie Blackwood,Scott Wedgewood
21769,BUF,OTT,Ukko-Pekka Luukkonen,Joonas Korpisalo
21770,TB,BOS,Andrei Vasilevskiy,Linus Ullmark
21771,CAR,DET,Frederik Andersen,James Reimer
21772,MTL,PHI,Cayden Primeau,Samuel Ersson
21773,OTT,CHI,Anton Forsberg,Petr Mrazek
21774,PIT,CBJ,Alex Nedeljkovic,Daniil Tarasov
21775,TOR,WSH,Joseph Woll,Charlie Lindgren
21776,FLA,NYI,Anthony Stolarz,Semyon Varlamov
21777,STL,CGY,Jordan Binnington,Dustin Wolf
21778,WPG,VGK,Connor Hellebuyck,Logan Thompson
21779,MIN,SJ,Filip Gustavsson,Mackenzie Blackwood
21780,EDM,LA,Stuart Skinner,Cam Talbot
21781,COL,NYR,Alexandar Georgiev,Igor Shesterkin
21782,VAN,DAL,Casey DeSmith,Jake Oettinger
21783,ARI,NSH,Connor Ingram,Juuse Saros
21784,SEA,ANA,Philipp Grubauer,Lukas Dostal
21785,BUF,NJ,Devon Levi,Jake Allen
21786,FLA,DET,Sergei Bobrovsky,Alex Lyon
21787,MIN,VGK,Filip Gustavsson,Logan Thompson
21788,EDM,ANA,Calvin Pickard,John Gibson
21789,COL,NSH,Alexandar Georgiev,Kevin Lankinen
21790,ARI,NYR,Karel Vejmelka,Jonathan Quick
21791,BUF,TOR,Ukko-Pekka Luukkonen,Ilya Samsonov
21792,MTL,CAR,Sam Montembeault,Pyotr Kochetkov
21793,PHI,CHI,Samuel Ersson,Arvid Söderblom
21794,TB,NYI,Andrei Vasilevskiy,Semyon Varlamov
21795,WSH,BOS,Charlie Lindgren,Jeremy Swayman
21796,WPG,OTT,Connor Hellebuyck,Joonas Korpisalo
21797,CBJ,PIT,Elvis Merzlikins,Alex Nedeljkovic
21798,STL,SJ,Joel Hofer,Mackenzie Blackwood
21799,CGY,LA,Jacob Markstrom,David Rittich
21800,SEA,DAL,Joey Daccord,Jake Oettinger
21801,VAN,ANA,Arturs Silovs,Lukas Dostal
21802,NYR,PIT,Igor Shesterkin,Alex Nedeljkovic
21803,PHI,NYI,Samuel Ersson,Semyon Varlamov
21804,TB,DET,Andrei Vasilevskiy,Alex Lyon
21805,TOR,FLA,Ilya Samsonov,Sergei Bobrovsky
21806,CBJ,COL,Daniil Tarasov,Justus Annunen
21807,STL,EDM,Jordan Binnington,Stuart Skinner
21808,WPG,LA,Laurent Brossoit,Cam Talbot
21809,SJ,SEA,Mackenzie Blackwood,Philipp Grubauer
21810,BUF,WSH,Ukko-Pekka Luukkonen,Charlie Lindgren
21811,MTL,FLA,Sam Montembeault,Anthony Stolarz
21812,NJ,PIT,Jake Allen,Alex Nedeljkovic
21813,NYI,CHI,Ilya Sorokin,Petr Mrazek
21814,NSH,BOS,Juuse Saros,Linus Ullmark
21815,MIN,OTT,Marc-Andre Fleury,Joonas Korpisalo
21816,CGY,ANA,Jacob Markstrom,Lukas Dostal
21817,VGK,VAN,Logan Thompson,Casey DeSmith
21818,TOR,TB,Joseph Woll,Andrei Vasilevskiy
21819,NYR,NJ,Igor Shesterkin,Kaapo Kahkonen
21820,DAL,EDM,Jake Oettinger,Calvin Pickard
21821,LA,SEA,Cam Talbot,Philipp Grubauer
21822,ARI,VAN,Connor Ingram,Arturs Silovs
21823,CAR,BOS,Frederik Andersen,Jeremy Swayman
21824,MTL,TB,Cayden Primeau,Matt Tomkins
21825,OTT,FLA,Joonas Korpisalo,Sergei Bobrovsky
21826,WSH,PIT,Charlie Lindgren,Alex Nedeljkovic
21827,CBJ,NYI,Daniil Tarasov,Ilya Sorokin
21828,NSH,STL,Juuse Saros,Jordan Binnington
21829,WPG,CGY,Connor Hellebuyck,Dustin Wolf
21830,MIN,COL,Filip Gustavsson,Justus Annunen
21831,SJ,LA,Mackenzie Blackwood,David Rittich
21832,BUF,PHI,Ukko-Pekka Luukkonen,Ivan Fedotov
21833,DET,NYR,Alex Lyon,Jonathan Quick
21834,CAR,WSH,Pyotr Kochetkov,Darcy Kuemper
21835,EDM,COL,Stuart Skinner,Alexandar Georgiev
21836,ARI,VGK,Karel Vejmelka,Logan Thompson
21837,ANA,SEA,Lukas Dostal,Philipp Grubauer
21838,PIT,TB,Alex Nedeljkovic,Andrei Vasilevskiy
21839,BOS,FLA,Linus Ullmark,Sergei Bobrovsky
21840,MIN,WPG,Marc-Andre Fleury,Connor Hellebuyck
21841,CHI,DAL,Petr Mrazek,Scott Wedgewood
21842,SJ,STL,Devin Cooley,Joel Hofer
21843,MTL,TOR,Sam Montembeault,Ilya Samsonov
21844,OTT,NJ,Anton Forsberg,Jake Allen
21845,CBJ,PHI,Jet Greaves,Samuel Ersson
21846,NYI,NSH,Semyon Varlamov,Kevin Lankinen
21847,CGY,EDM,Jacob Markstrom,Calvin Pickard
21848,LA,VAN,Cam Talbot,Casey DeSmith
21849,DET,BUF,Alex Lyon,Ukko-Pekka Luukkonen
21850,CHI,MIN,Arvid Söderblom,Jesper Wallstedt
21851,CAR,CBJ,Frederik Andersen,Malcolm Subban
21852,SJ,ARI,Mackenzie Blackwood,Connor Ingram
21853,WSH,OTT,Charlie Lindgren,Joonas Korpisalo
21854,NJ,NSH,Kaapo Kahkonen,Juuse Saros
21855,NYR,MTL,Igor Shesterkin,Cayden Primeau
21856,ANA,STL,Lukas Dostal,Jordan Binnington
21857,COL,DAL,Alexandar Georgiev,Jake Oettinger
21858,TOR,PIT,Ilya Samsonov,Alex Nedeljkovic
21859,VAN,VGK,Arturs Silovs,Logan Thompson
21860,BOS,CAR,Jeremy Swayman,Pyotr Kochetkov
21861,DET,WSH,Alex Lyon,Charlie Lindgren
21862,MTL,PHI,Sam Montembeault,Samuel Ersson
21863,NJ,TOR,Jake Allen,Joseph Woll
21864,NYI,NYR,Semyon Varlamov,Igor Shesterkin
21865,TB,CBJ,Andrei Vasilevskiy,Jet Greaves
21866,FLA,OTT,Anthony Stolarz,Joonas Korpisalo
21867,DAL,BUF,Jake Oettinger,Ukko-Pekka Luukkonen
21868,NSH,WPG,Juuse Saros,Connor Hellebuyck
21869,COL,MIN,Alexandar Georgiev,Filip Gustavsson
21870,ANA,LA,Lukas Dostal,Cam Talbot
21871,SEA,ARI,Philipp Grubauer,Karel Vejmelka
21872,SJ,CGY,Mackenzie Blackwood,Dustin Wolf
21873,STL,CHI,Joel Hofer,Petr Mrazek
21874,EDM,VGK,Stuart Skinner,Adin Hill
21875,VAN,ARI,Arturs Silovs,Connor Ingram
21876,BUF,WSH,Ukko-Pekka Luukkonen,Charlie Lindgren
21877,NYR,PHI,Jonathan Quick,Samuel Ersson
21878,PIT,DET,Alex Nedeljkovic,Alex Lyon
21879,TB,OTT,Matt Tomkins,Anton Forsberg
21880,TOR,NJ,Ilya Samsonov,Jake Allen
21881,FLA,CBJ,Sergei Bobrovsky,Jet Greaves
21882,NYI,MTL,Semyon Varlamov,Sam Montembeault
21883,DAL,WPG,Jake Oettinger,Laurent Brossoit
21884,SEA,SJ,Joey Daccord,Devin Cooley
21885,LA,CGY,Cam Talbot,Jacob Markstrom
21886,STL,CAR,Jordan Binnington,Frederik Andersen
21887,CHI,NSH,Arvid Söderblom,Kevin Lankinen
21888,EDM,ARI,Calvin Pickard,Karel Vejmelka
21889,ANA,CGY,John Gibson,Dustin Wolf
21890,VGK,MIN,Logan Thompson,Marc-Andre Fleury
21891,NYR,NYI,Igor Shesterkin,Ilya Sorokin
21892,DAL,SEA,Jake Oettinger,Philipp Grubauer
21893,COL,WPG,Alexandar Georgiev,Connor Hellebuyck
21894,PHI,NJ,Samuel Ersson,Kaapo Kahkonen
21895,FLA,BUF,Sergei Bobrovsky,Ukko-Pekka Luukkonen
21896,WSH,TB,Charlie Lindgren,Andrei Vasilevskiy
21897,OTT,MTL,Joonas Korpisalo,Cayden Primeau
21898,TOR,DET,Ilya Samsonov,James Reimer
21899,PIT,BOS,Alex Nedeljkovic,Linus Ullmark
21900,NSH,CBJ,Juuse Saros,Jet Greaves
21901,EDM,VAN,Stuart Skinner,Casey DeSmith
21902,LA,ANA,David Rittich,Lukas Dostal
21903,SJ,MIN,Mackenzie Blackwood,Jesper Wallstedt
21904,STL,SEA,Joel Hofer,Joey Daccord
21905,VGK,COL,Adin Hill,Alexandar Georgiev
21906,CHI,CAR,Petr Mrazek,Pyotr Kochetkov
21907,CGY,ARI,Dustin Wolf,Connor Ingram
21908,DET,MTL,Alex Lyon,Sam Montembeault
21909,NJ,NYI,Jake Allen,Semyon Varlamov
21910,PIT,NSH,Alex Nedeljkovic,Juuse Saros
21911,TB,BUF,Andrei Vasilevskiy,Eric Comrie
21912,WSH,BOS,Charlie Lindgren,Jeremy Swayman
21913,NYR,OTT,Igor Shesterkin,Joonas Korpisalo
21914,EDM,SJ,Stuart Skinner,Devin Cooley
21915,LA,MIN,Cam Talbot,Filip Gustavsson
21916,BOS,OTT,Linus Ullmark,Anton Forsberg
21917,MTL,DET,Cayden Primeau,James Reimer
21918,PHI,WSH,Samuel Ersson,Charlie Lindgren
21919,FLA,TOR,Anthony Stolarz,Joseph Woll
21920,CBJ,CAR,Jet Greaves,Spencer Martin
21921,WPG,SEA,Connor Hellebuyck,Philipp Grubauer
21922,VGK,CHI,Logan Thompson,Petr Mrazek
21923,VAN,CGY,Thatcher Demko,Jacob Markstrom
21924,NYI,PIT,Ilya Sorokin,Alex Nedeljkovic
21925,TB,TOR,Matt Tomkins,Martin Jones
21926,DAL,STL,Jake Oettinger,Jordan Binnington
21927,ARI,EDM,Connor Ingram,Calvin Pickard
21928,MIN,SEA,Marc-Andre Fleury,Joey Daccord
21929,WPG,VAN,Laurent Brossoit,Thatcher Demko
21930,CGY,SJ,Dustin Wolf,Devin Cooley
21931,COL,EDM,Justus Annunen,Stuart Skinner
21932,VGK,ANA,Adin Hill,Lukas Dostal
21933,LA,CHI,Cam Talbot,Arvid Söderblom
22230,BUF,CHI,Ukko-Pekka Luukkonen,Arvid Söderblom