team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2023,SEA,SEA,Team Level,4on5,82,0.11,0.11,0.14,21231.0,54.47,4.84,2.91,8.14,1.95,18.25,38.91,4.69,4.84,4.69,61.0,14.0,3.0,78.0,5.0,5.0,1.0,2.0,2.0,12.0,49.0,56.0,70.0,9.0,20.0,152.0,74.0,48.0,18.0,56.0,13.0,6.0,1.68,1.47,1.69,1.0,2.0,2.0,78.0,75.0,75.0,15.0,0.66,1.04,1.04,4.46,4.46,4.41,337.18,39.9,30.26,73.38,11.48,208.21,106.77,37.51,39.9,37.51,309.0,161.0,180.0,650.0,40.0,40.0,6.0,67.0,1.0,177.0,145.0,269.0,430.0,15.0,30.0,205.0,17.0,26.0,52.0,334.0,81.0,55.0,8.76,9.73,21.41,8.0,11.0,21.0,650.0,470.0,470.0,1.0,7.85,8.89,8.76,38.99,38.99,37.5
SEA,2023,SEA,SEA,Team Level,5on4,82,0.9,0.89,0.87,23843.0,345.8,43.38,31.16,74.66,11.51,210.07,107.22,40.32,43.38,40.32,299.0,179.0,201.0,679.0,48.0,37.0,6.0,48.0,0.0,209.0,136.0,251.0,430.0,16.0,32.0,222.0,21.0,18.0,29.0,340.0,81.0,57.0,9.31,9.89,24.18,16.0,8.0,24.0,679.0,478.0,478.0,5.0,8.01,8.92,8.92,42.48,42.48,40.02,52.9,4.78,2.93,8.68,1.84,18.22,36.55,4.69,4.78,4.69,58.0,15.0,13.0,86.0,9.0,4.0,2.0,3.0,0.0,9.0,48.0,49.0,64.0,9.0,18.0,190.0,75.0,62.0,12.0,50.0,16.0,7.0,1.06,1.95,1.77,3.0,4.0,2.0,86.0,73.0,73.0,10.0,0.67,0.8,0.8,4.65,4.65,4.63
NSH,2023,NSH,NSH,Team Level,other,82,0.5,0.53,0.53,11136.0,160.24,36.36,11.67,30.59,5.66,84.25,49.47,33.7,36.36,33.7,153.0,65.0,74.0,292.0,37.0,18.0,2.0,21.0,2.0,86.0,54.0,116.0,181.0,6.0,15.0,130.0,41.0,24.0,24.0,112.0,48.0,58.0,4.14,5.59,26.64,5.0,5.0,27.0,292.0,218.0,218.0,12.0,3.45,5.44,5.24,34.57,34.57,33.22,139.18,36.94,9.94,24.16,4.74,72.24,41.99,34.21,36.94,34.21,136.0,54.0,66.0,256.0,38.0,17.0,4.0,14.0,4.0,68.0,49.0,98.0,152.0,9.0,21.0,119.0,46.0,16.0,20.0,85.0,48.0,57.0,3.37,5.97,27.61,7.0,7.0,24.0,256.0,190.0,190.0,7.0,2.84,7.24,7.24,32.55,32.55,30.99
NSH,2023,NSH,NSH,Team Level,all,82,0.52,0.52,0.52,297142.0,2753.53,273.29,193.0,668.22,94.12,1487.53,1066.84,260.11,275.79,262.45,2642.0,1141.0,1424.0,5207.0,266.0,287.0,41.0,546.0,10.0,1346.0,1328.0,2376.0,3517.0,299.0,706.0,2349.0,2149.0,651.0,762.0,2769.0,701.0,313.0,78.52,87.84,106.93,89.0,76.0,101.0,5261.56,3783.0,3821.94,421.0,43.13,61.18,61.23,255.18,257.17,250.86,2539.52,250.29,170.93,615.33,87.56,1348.45,998.44,238.57,250.82,239.08,2507.0,964.0,1342.0,4813.0,248.0,271.0,27.0,483.0,10.0,1219.0,1240.0,2259.0,3223.0,313.0,727.0,2316.0,1962.0,592.0,820.0,2549.0,630.0,292.0,71.15,78.91,100.24,85.0,81.0,82.0,4804.68,3471.0,3464.73,473.0,38.03,55.61,55.7,232.63,233.27,227.39
NSH,2023,NSH,NSH,Team Level,5on5,82,0.53,0.51,0.52,237162.0,2133.49,184.22,140.57,543.78,72.67,1141.68,851.09,176.83,186.71,179.16,2037.0,897.0,1126.0,4060.0,168.0,215.0,29.0,454.0,6.0,1022.0,1069.0,1869.0,2766.0,264.0,635.0,1820.0,1997.0,555.0,633.0,2215.0,529.0,190.0,62.44,67.52,54.25,69.0,58.0,41.0,4114.56,2934.0,2972.94,372.0,29.28,42.95,43.48,170.01,171.99,168.85,1991.81,163.77,126.86,506.15,68.73,1059.46,804.03,158.18,164.3,158.68,1960.0,769.0,1101.0,3830.0,156.0,196.0,17.0,405.0,5.0,970.0,997.0,1804.0,2573.0,283.0,660.0,1752.0,1793.0,500.0,711.0,2074.0,490.0,165.0,56.86,61.68,45.23,69.0,60.0,27.0,3821.68,2729.0,2722.73,432.0,26.37,37.04,37.44,152.7,153.35,151.04
NSH,2023,NSH,NSH,Team Level,4on5,82,0.13,0.13,0.14,23706.0,58.1,6.45,3.16,8.87,1.91,17.76,38.84,6.26,6.45,6.26,59.0,18.0,13.0,90.0,6.0,7.0,1.0,1.0,1.0,14.0,48.0,53.0,71.0,11.0,20.0,165.0,89.0,59.0,34.0,47.0,23.0,7.0,1.4,2.63,2.42,2.0,3.0,1.0,90.0,77.0,77.0,30.0,0.73,1.77,1.77,5.4,5.4,5.36,339.83,42.99,31.02,74.8,12.03,196.08,105.08,39.68,42.99,39.68,334.0,128.0,168.0,630.0,50.0,54.0,6.0,55.0,1.0,171.0,131.0,284.0,412.0,11.0,24.0,231.0,27.0,20.0,58.0,322.0,81.0,59.0,9.17,9.67,24.15,9.0,12.0,29.0,630.0,462.0,462.0,5.0,8.09,10.41,10.11,40.97,40.97,38.99
NSH,2023,NSH,NSH,Team Level,5on4,82,0.88,0.89,0.86,25138.0,401.71,46.27,37.61,84.97,13.89,243.83,127.43,43.32,46.27,43.32,393.0,161.0,211.0,765.0,55.0,47.0,9.0,70.0,1.0,224.0,157.0,338.0,499.0,18.0,36.0,234.0,22.0,13.0,71.0,395.0,101.0,58.0,10.55,12.1,23.61,13.0,10.0,32.0,765.0,554.0,554.0,7.0,9.68,11.02,10.74,45.21,45.21,43.42,68.69,6.6,3.1,10.22,2.07,20.67,47.35,6.51,6.6,6.51,77.0,13.0,7.0,97.0,4.0,4.0,0.0,9.0,0.0,10.0,63.0,73.0,86.0,10.0,22.0,214.0,96.0,56.0,31.0,68.0,11.0,11.0,1.75,1.6,3.25,0.0,2.0,2.0,97.0,90.0,90.0,29.0,0.73,0.92,0.92,6.4,6.4,6.38
CBJ,2023,CBJ,CBJ,Team Level,other,82,0.44,0.5,0.49,10370.0,156.15,29.3,11.25,29.75,5.35,85.24,53.1,27.37,29.3,27.37,152.0,62.0,83.0,297.0,26.0,20.0,3.0,26.0,2.0,74.0,66.0,126.0,188.0,4.0,8.0,129.0,20.0,21.0,15.0,122.0,53.0,39.0,4.69,6.21,18.4,4.0,7.0,15.0,297.0,214.0,214.0,6.0,3.23,5.85,5.85,26.68,26.68,25.47,163.41,37.88,11.99,28.63,5.59,88.78,50.13,33.56,37.88,33.56,152.0,71.0,73.0,296.0,43.0,17.0,5.0,25.0,1.0,81.0,56.0,109.0,180.0,5.0,10.0,125.0,36.0,24.0,13.0,113.0,55.0,55.0,4.55,6.58,26.75,9.0,7.0,27.0,296.0,223.0,223.0,9.0,3.48,6.32,6.32,35.05,35.05,32.3
CBJ,2023,CBJ,CBJ,Team Level,all,82,0.45,0.48,0.47,298718.0,2592.56,237.61,174.27,634.04,89.3,1410.33,1032.44,225.45,237.57,225.5,2458.0,1120.0,1474.0,5052.0,234.0,286.0,26.0,554.0,13.0,1250.0,1241.0,2224.0,3344.0,281.0,616.0,2184.0,1577.0,517.0,463.0,2711.0,606.0,261.0,77.7,74.86,85.04,87.0,86.0,61.0,5040.21,3578.0,3575.16,255.0,38.56,52.28,52.28,223.88,224.15,217.31,2897.53,289.47,200.41,691.46,99.0,1581.01,1130.66,273.13,290.7,274.33,2822.0,1170.0,1523.0,5515.0,298.0,320.0,35.0,541.0,9.0,1428.0,1396.0,2524.0,3694.0,255.0,574.0,2441.0,1388.0,506.0,499.0,2932.0,727.0,333.0,86.23,90.13,113.11,115.0,104.0,79.0,5548.24,3992.0,4012.01,250.0,44.5,67.49,67.54,266.42,267.66,258.35
CBJ,2023,CBJ,CBJ,Team Level,5on5,82,0.45,0.48,0.47,245136.0,2046.23,165.03,131.44,520.69,70.78,1101.59,836.46,158.15,164.99,158.21,1938.0,888.0,1183.0,4009.0,175.0,230.0,19.0,443.0,10.0,976.0,992.0,1763.0,2651.0,253.0,560.0,1720.0,1506.0,424.0,393.0,2203.0,458.0,165.0,62.73,57.01,45.29,78.0,67.0,30.0,3997.21,2826.0,2823.16,231.0,27.24,39.43,39.55,152.72,152.99,149.85,2272.59,201.06,149.63,565.82,77.45,1227.16,910.87,192.54,202.29,193.74,2220.0,912.0,1254.0,4386.0,196.0,265.0,25.0,451.0,8.0,1099.0,1113.0,2024.0,2936.0,237.0,538.0,1910.0,1290.0,425.0,439.0,2353.0,561.0,218.0,70.08,70.44,60.54,90.0,78.0,28.0,4419.24,3132.0,3152.02,221.0,31.09,53.72,53.77,178.38,179.61,175.7
CBJ,2023,CBJ,CBJ,Team Level,4on5,82,0.1,0.1,0.12,21729.0,52.53,4.8,2.68,8.53,1.72,17.64,36.63,4.67,4.8,4.67,57.0,15.0,14.0,86.0,4.0,4.0,2.0,7.0,0.0,13.0,44.0,53.0,68.0,7.0,14.0,150.0,34.0,60.0,14.0,55.0,9.0,8.0,1.4,1.15,2.24,2.0,0.0,2.0,86.0,72.0,72.0,14.0,0.61,0.76,0.64,4.77,4.77,4.71,400.3,45.1,35.47,87.4,13.89,244.27,126.86,41.7,45.1,41.7,380.0,173.0,191.0,744.0,53.0,37.0,5.0,63.0,0.0,230.0,170.0,327.0,500.0,9.0,18.0,218.0,10.0,9.0,30.0,404.0,96.0,53.0,9.86,11.38,23.86,13.0,18.0,22.0,744.0,553.0,553.0,6.0,9.16,7.18,7.18,47.08,47.08,44.48
CBJ,2023,CBJ,CBJ,Team Level,5on4,82,0.88,0.88,0.85,21483.0,337.64,38.47,28.9,75.07,11.46,205.86,106.25,35.25,38.47,35.25,311.0,155.0,194.0,660.0,29.0,32.0,2.0,78.0,1.0,187.0,139.0,282.0,437.0,17.0,34.0,185.0,17.0,12.0,41.0,331.0,86.0,49.0,8.88,10.48,19.11,3.0,12.0,14.0,660.0,466.0,466.0,4.0,7.48,6.24,6.24,39.7,39.7,37.27,61.22,5.43,3.33,9.6,2.06,20.78,42.8,5.33,5.43,5.33,70.0,14.0,5.0,89.0,6.0,1.0,0.0,2.0,0.0,18.0,57.0,64.0,78.0,4.0,8.0,188.0,52.0,48.0,17.0,62.0,15.0,7.0,1.73,1.72,1.98,3.0,1.0,2.0,89.0,84.0,84.0,14.0,0.76,0.27,0.27,5.92,5.92,5.87
VAN,2023,VAN,VAN,Team Level,other,82,0.46,0.44,0.42,10783.0,123.02,33.76,8.86,21.46,4.19,65.42,40.31,32.16,33.76,32.16,113.0,61.0,66.0,240.0,31.0,10.0,4.0,18.0,4.0,64.0,47.0,82.0,143.0,11.0,20.0,120.0,36.0,18.0,13.0,82.0,37.0,55.0,3.19,4.7,25.87,3.0,5.0,23.0,240.0,174.0,174.0,9.0,2.52,4.11,4.11,32.17,32.17,31.19,177.78,39.1,13.68,32.25,6.32,97.59,51.05,34.53,39.1,34.53,163.0,77.0,67.0,307.0,32.0,27.0,4.0,28.0,1.0,91.0,61.0,131.0,208.0,6.0,10.0,124.0,36.0,16.0,15.0,124.0,57.0,59.0,4.83,7.53,26.75,6.0,7.0,19.0,307.0,240.0,240.0,6.0,4.15,10.04,10.04,33.21,33.21,30.86
VAN,2023,VAN,VAN,Team Level,all,82,0.52,0.51,0.51,297885.0,2512.36,259.89,179.21,603.77,85.4,1374.69,974.03,248.62,262.62,251.28,2328.0,1149.0,1360.0,4837.0,279.0,272.0,43.0,475.0,11.0,1191.0,1249.0,2049.0,3198.0,295.0,656.0,2336.0,2176.0,499.0,492.0,2533.0,620.0,324.0,72.72,77.35,109.83,104.0,84.0,91.0,4928.7,3477.0,3535.84,320.0,39.99,57.97,57.97,241.92,244.83,239.0,2442.16,241.63,168.2,590.31,83.84,1318.85,953.18,228.4,240.15,226.98,2344.0,1012.0,1250.0,4606.0,221.0,278.0,28.0,463.0,7.0,1205.0,1182.0,2123.0,3135.0,300.0,663.0,2145.0,1883.0,389.0,535.0,2473.0,587.0,296.0,67.45,74.02,100.16,78.0,70.0,73.0,4532.96,3356.0,3316.56,286.0,37.97,60.85,60.95,218.65,217.19,210.56
VAN,2023,VAN,VAN,Team Level,5on5,82,0.52,0.51,0.51,238102.0,1926.14,168.13,128.22,486.91,65.19,1052.22,767.32,161.31,170.86,163.98,1765.0,903.0,1085.0,3753.0,187.0,197.0,29.0,391.0,6.0,892.0,995.0,1578.0,2481.0,261.0,584.0,1764.0,2026.0,404.0,417.0,2020.0,456.0,192.0,57.4,57.26,53.47,84.0,68.0,35.0,3844.7,2668.0,2726.84,280.0,26.63,41.79,42.0,152.76,155.67,153.01,1843.21,153.65,118.59,471.32,63.67,990.85,747.92,147.84,152.17,146.41,1753.0,793.0,998.0,3544.0,138.0,204.0,17.0,368.0,4.0,895.0,937.0,1615.0,2408.0,264.0,584.0,1636.0,1752.0,320.0,447.0,1952.0,419.0,175.0,51.83,53.02,48.8,62.0,48.0,28.0,3470.96,2546.0,2506.56,247.0,24.67,40.42,40.56,137.76,136.29,133.93
VAN,2023,VAN,VAN,Team Level,4on5,82,0.13,0.12,0.14,24561.0,62.07,6.39,2.9,9.21,1.96,19.24,42.3,6.17,6.39,6.17,70.0,12.0,9.0,91.0,7.0,5.0,2.0,3.0,0.0,16.0,51.0,63.0,75.0,15.0,30.0,211.0,77.0,60.0,26.0,60.0,10.0,12.0,1.56,1.21,3.62,2.0,1.0,4.0,91.0,82.0,82.0,26.0,0.66,1.66,1.66,5.39,5.39,5.37,357.79,42.79,32.7,77.14,11.72,209.63,110.01,40.21,42.79,40.21,359.0,125.0,179.0,663.0,44.0,44.0,6.0,63.0,2.0,199.0,132.0,315.0,440.0,18.0,36.0,227.0,29.0,13.0,49.0,338.0,91.0,55.0,9.37,10.98,22.44,8.0,13.0,23.0,663.0,484.0,484.0,11.0,8.43,9.91,9.86,41.36,41.36,39.7
VAN,2023,VAN,VAN,Team Level,5on4,82,0.89,0.89,0.87,24439.0,401.13,51.61,39.22,86.19,14.07,237.81,124.1,48.97,51.61,48.97,380.0,173.0,200.0,753.0,54.0,60.0,8.0,63.0,1.0,219.0,156.0,326.0,499.0,8.0,22.0,241.0,37.0,17.0,36.0,371.0,117.0,65.0,10.56,14.19,26.87,15.0,10.0,29.0,753.0,553.0,553.0,5.0,10.18,10.41,10.2,51.6,51.6,49.44,63.38,6.09,3.21,9.6,2.12,20.77,44.21,5.83,6.09,5.83,69.0,17.0,6.0,92.0,7.0,3.0,1.0,4.0,0.0,20.0,52.0,62.0,79.0,12.0,33.0,158.0,66.0,40.0,24.0,59.0,20.0,7.0,1.43,2.49,2.17,2.0,2.0,3.0,92.0,86.0,86.0,22.0,0.73,0.49,0.49,6.33,6.33,6.08
MIN,2023,MIN,MIN,Team Level,other,82,0.53,0.5,0.5,10389.0,147.59,31.34,10.64,26.51,5.13,81.25,46.13,29.08,31.34,29.08,138.0,63.0,75.0,276.0,33.0,9.0,1.0,26.0,0.0,75.0,58.0,105.0,168.0,8.0,19.0,125.0,36.0,22.0,18.0,104.0,53.0,44.0,3.72,7.16,20.45,5.0,9.0,19.0,276.0,201.0,201.0,7.0,3.24,3.34,3.34,31.24,31.24,29.44,146.38,27.6,10.75,27.43,5.01,82.04,50.18,25.81,27.6,25.81,140.0,63.0,68.0,271.0,26.0,14.0,3.0,23.0,2.0,84.0,54.0,114.0,177.0,7.0,17.0,119.0,35.0,17.0,22.0,116.0,50.0,37.0,4.37,6.15,17.07,4.0,7.0,15.0,271.0,203.0,203.0,7.0,3.12,4.18,4.18,26.54,26.54,25.25
MIN,2023,MIN,MIN,Team Level,all,82,0.52,0.5,0.51,299052.0,2624.6,258.04,184.87,612.07,87.5,1435.56,1024.95,242.66,258.51,243.08,2472.0,1131.0,1401.0,5004.0,248.0,250.0,24.0,500.0,13.0,1315.0,1277.0,2224.0,3355.0,330.0,776.0,2192.0,1598.0,497.0,526.0,2653.0,675.0,275.0,73.97,84.01,100.04,73.0,100.0,75.0,5008.08,3603.0,3610.73,244.0,42.12,53.05,53.05,247.11,247.29,237.64,2545.12,238.66,175.8,602.98,84.29,1410.27,1001.0,229.22,239.94,230.5,2437.0,1076.0,1421.0,4934.0,260.0,189.0,21.0,499.0,18.0,1233.0,1314.0,2177.0,3253.0,331.0,780.0,2441.0,1606.0,478.0,518.0,2667.0,595.0,251.0,76.44,74.11,88.11,105.0,76.0,79.0,4962.9,3513.0,3533.73,278.0,39.33,40.88,40.88,237.12,238.48,232.36
MIN,2023,MIN,MIN,Team Level,5on5,82,0.51,0.5,0.5,237710.0,1906.54,153.57,122.85,463.21,62.82,1039.94,788.6,148.89,154.04,149.3,1789.0,842.0,1084.0,3715.0,159.0,154.0,16.0,374.0,10.0,946.0,988.0,1630.0,2472.0,296.0,699.0,1607.0,1472.0,418.0,432.0,2014.0,490.0,127.0,56.75,60.94,35.88,60.0,77.0,22.0,3719.08,2631.0,2638.73,212.0,25.38,31.01,31.54,147.41,147.59,145.07,1912.79,147.92,122.56,476.95,63.14,1051.55,779.89,143.74,149.19,145.02,1818.0,824.0,1124.0,3766.0,163.0,124.0,10.0,408.0,11.0,914.0,1022.0,1655.0,2479.0,288.0,683.0,1864.0,1463.0,392.0,435.0,2097.0,407.0,138.0,58.94,50.55,38.44,86.0,50.0,27.0,3794.9,2642.0,2662.73,242.0,25.34,26.09,26.66,146.6,147.97,145.65
MIN,2023,MIN,MIN,Team Level,4on5,82,0.07,0.09,0.1,24858.0,51.58,4.21,2.48,7.81,1.54,15.27,35.67,4.07,4.21,4.07,56.0,11.0,10.0,77.0,3.0,1.0,0.0,5.0,0.0,18.0,40.0,53.0,64.0,8.0,19.0,194.0,65.0,44.0,24.0,52.0,8.0,7.0,1.27,0.98,1.96,2.0,1.0,0.0,77.0,67.0,67.0,23.0,0.58,0.07,0.07,4.73,4.73,4.56,432.97,57.28,39.74,90.72,14.44,260.14,135.66,53.92,57.28,53.92,424.0,174.0,212.0,810.0,62.0,49.0,7.0,66.0,4.0,230.0,187.0,362.0,536.0,19.0,43.0,244.0,27.0,21.0,37.0,406.0,125.0,67.0,11.79,15.4,30.09,12.0,16.0,34.0,810.0,598.0,598.0,6.0,10.25,10.0,9.43,58.09,58.09,55.6
MIN,2023,MIN,MIN,Team Level,5on4,82,0.92,0.92,0.91,26095.0,518.89,68.92,48.89,114.54,18.0,299.1,154.55,60.63,68.92,60.63,489.0,215.0,232.0,936.0,53.0,86.0,7.0,95.0,3.0,276.0,191.0,436.0,651.0,18.0,39.0,266.0,25.0,13.0,52.0,483.0,124.0,97.0,12.22,14.94,41.76,6.0,13.0,34.0,936.0,704.0,704.0,2.0,12.91,18.63,18.1,63.73,63.73,58.56,52.97,5.87,2.75,7.87,1.7,16.54,35.27,5.75,5.87,5.75,55.0,15.0,17.0,87.0,9.0,2.0,1.0,2.0,1.0,5.0,51.0,46.0,61.0,17.0,37.0,214.0,81.0,48.0,24.0,48.0,13.0,9.0,1.35,2.01,2.51,3.0,3.0,3.0,87.0,70.0,70.0,23.0,0.62,0.6,0.6,5.89,5.89,5.87
NYI,2023,NYI,NYI,Team Level,other,82,0.39,0.43,0.44,9542.0,135.99,27.16,9.26,25.27,4.61,69.85,48.83,25.57,27.16,25.57,130.0,55.0,52.0,237.0,25.0,13.0,1.0,23.0,1.0,56.0,67.0,105.0,160.0,12.0,24.0,129.0,30.0,17.0,21.0,110.0,40.0,35.0,4.42,4.9,17.85,9.0,7.0,9.0,237.0,185.0,185.0,11.0,2.57,3.8,4.42,25.31,25.31,24.44,170.07,41.98,12.13,30.53,5.87,88.05,53.43,37.55,41.98,37.55,172.0,60.0,84.0,316.0,44.0,23.0,5.0,22.0,0.0,76.0,67.0,128.0,188.0,4.0,8.0,119.0,29.0,17.0,28.0,119.0,48.0,65.0,4.3,5.91,31.77,5.0,5.0,34.0,316.0,232.0,232.0,12.0,3.61,7.92,7.27,38.32,38.32,35.72
NYI,2023,NYI,NYI,Team Level,all,82,0.48,0.47,0.48,298986.0,2576.93,239.91,172.22,635.42,88.31,1377.44,1011.69,228.26,241.24,229.55,2470.0,1055.0,1296.0,4821.0,245.0,283.0,34.0,464.0,9.0,1205.0,1319.0,2225.0,3280.0,247.0,536.0,2391.0,2062.0,527.0,699.0,2638.0,599.0,288.0,69.03,74.95,95.94,102.0,83.0,60.0,4846.92,3525.0,3545.77,334.0,38.08,60.69,60.73,217.26,218.44,213.05,2795.94,264.71,186.24,685.58,94.34,1506.99,1109.13,251.73,264.01,251.06,2687.0,1160.0,1673.0,5520.0,258.0,296.0,31.0,482.0,5.0,1424.0,1382.0,2429.0,3589.0,254.0,556.0,2273.0,1692.0,542.0,691.0,2936.0,600.0,311.0,78.99,74.78,110.94,91.0,79.0,88.0,5499.95,3847.0,3831.74,353.0,41.3,60.65,61.05,244.96,244.38,237.49
NYI,2023,NYI,NYI,Team Level,5on5,82,0.5,0.47,0.48,247856.0,2080.8,172.08,132.16,534.91,71.68,1105.23,833.93,164.59,173.4,165.87,1985.0,865.0,1066.0,3916.0,166.0,237.0,24.0,389.0,7.0,970.0,1081.0,1819.0,2684.0,208.0,452.0,1871.0,1959.0,461.0,584.0,2169.0,482.0,199.0,55.98,60.78,55.32,78.0,59.0,29.0,3941.92,2850.0,2870.77,285.0,27.52,48.58,48.27,151.32,152.5,149.76,2214.59,172.26,139.98,568.45,74.72,1193.45,902.13,166.22,171.56,165.56,2104.0,947.0,1380.0,4431.0,158.0,225.0,20.0,396.0,4.0,1132.0,1136.0,1946.0,2893.0,226.0,494.0,1795.0,1578.0,452.0,605.0,2424.0,449.0,178.0,64.84,56.32,51.11,75.0,59.0,24.0,4410.95,3051.0,3035.74,315.0,28.93,43.68,44.43,156.77,156.18,153.57
NYI,2023,NYI,NYI,Team Level,4on5,82,0.09,0.08,0.1,19957.0,43.15,4.38,2.1,5.78,1.22,12.65,28.87,4.32,4.38,4.32,45.0,10.0,6.0,61.0,10.0,1.0,0.0,2.0,0.0,6.0,36.0,35.0,45.0,6.0,12.0,178.0,50.0,37.0,33.0,38.0,12.0,5.0,1.22,1.71,1.45,6.0,3.0,1.0,61.0,55.0,55.0,29.0,0.48,0.21,0.21,4.65,4.65,4.59,343.81,44.81,31.02,75.5,11.5,203.91,107.25,42.69,44.81,42.69,342.0,132.0,194.0,668.0,54.0,41.0,5.0,56.0,1.0,196.0,126.0,288.0,420.0,15.0,30.0,183.0,19.0,15.0,36.0,323.0,90.0,61.0,8.02,10.8,25.99,10.0,14.0,30.0,668.0,474.0,474.0,5.0,8.03,7.43,8.03,44.83,44.83,43.22
NYI,2023,NYI,NYI,Team Level,5on4,82,0.87,0.85,0.83,21631.0,316.99,36.3,28.7,69.46,10.8,189.7,100.04,33.79,36.3,33.79,310.0,125.0,172.0,607.0,44.0,32.0,9.0,50.0,1.0,173.0,135.0,266.0,391.0,21.0,48.0,213.0,23.0,12.0,61.0,321.0,65.0,49.0,7.41,7.56,21.32,9.0,14.0,21.0,607.0,435.0,435.0,9.0,7.5,8.1,7.82,35.98,35.98,34.25,67.48,5.65,3.12,11.09,2.25,21.57,46.31,5.27,5.65,5.27,69.0,21.0,15.0,105.0,2.0,7.0,1.0,8.0,0.0,20.0,53.0,67.0,88.0,9.0,24.0,176.0,66.0,58.0,22.0,70.0,13.0,7.0,1.83,1.76,2.07,1.0,1.0,0.0,105.0,90.0,90.0,21.0,0.72,1.63,1.32,5.05,5.05,4.98
