team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2023,PHI,PHI,Team Level,5on4,82,0.85,0.88,0.84,25199.0,356.26,35.59,32.35,80.53,12.11,222.75,114.67,33.53,35.59,33.53,353.0,145.0,213.0,711.0,26.0,41.0,7.0,64.0,0.0,199.0,168.0,327.0,472.0,21.0,42.0,220.0,34.0,26.0,35.0,378.0,73.0,47.0,10.66,8.84,16.08,8.0,6.0,12.0,711.0,498.0,498.0,3.0,8.21,8.88,8.61,35.2,35.2,34.09,67.41,6.11,3.68,10.28,2.26,22.64,48.04,6.04,6.11,6.04,80.0,13.0,8.0,101.0,4.0,4.0,0.0,4.0,0.0,15.0,66.0,76.0,89.0,9.0,18.0,176.0,65.0,46.0,42.0,72.0,12.0,9.0,2.12,1.6,2.38,2.0,1.0,1.0,101.0,93.0,93.0,41.0,0.85,0.77,0.77,6.19,6.19,6.15
TOR,2023,TOR,TOR,Team Level,other,82,0.57,0.52,0.54,10389.0,206.42,45.4,15.57,37.26,6.91,107.02,62.84,36.21,45.4,36.21,186.0,89.0,79.0,354.0,41.0,29.0,2.0,32.0,3.0,100.0,70.0,145.0,234.0,6.0,12.0,150.0,34.0,22.0,30.0,137.0,65.0,73.0,5.6,8.11,31.68,12.0,9.0,20.0,354.0,275.0,275.0,11.0,4.61,10.91,10.91,39.11,39.11,33.36,169.53,33.92,11.92,31.7,5.89,89.49,57.09,31.4,33.92,31.4,162.0,68.0,92.0,322.0,34.0,14.0,1.0,34.0,0.0,84.0,64.0,128.0,196.0,8.0,16.0,130.0,41.0,35.0,29.0,125.0,59.0,46.0,5.32,7.06,21.54,7.0,9.0,18.0,322.0,230.0,230.0,14.0,3.46,5.06,5.06,32.31,32.31,30.51
TOR,2023,TOR,TOR,Team Level,all,82,0.52,0.51,0.51,299754.0,2802.52,291.39,193.64,674.1,94.01,1494.54,1063.33,269.9,293.1,271.56,2671.0,1140.0,1435.0,5246.0,298.0,279.0,21.0,521.0,14.0,1342.0,1357.0,2373.0,3513.0,300.0,673.0,2478.0,2276.0,625.0,787.0,2715.0,756.0,340.0,77.92,95.57,117.9,111.0,106.0,81.0,5301.85,3811.0,3844.49,428.0,43.62,62.88,62.88,272.13,273.83,260.8,2641.23,264.68,180.27,643.93,90.21,1423.62,1025.29,252.27,264.58,252.21,2446.0,1182.0,1447.0,5075.0,261.0,279.0,31.0,485.0,10.0,1330.0,1263.0,2185.0,3367.0,296.0,681.0,2159.0,2527.0,592.0,748.0,2669.0,637.0,322.0,76.03,78.34,110.3,95.0,85.0,81.0,5040.38,3628.0,3615.91,457.0,40.34,61.95,62.09,242.92,242.75,236.45
TOR,2023,TOR,TOR,Team Level,5on5,82,0.51,0.51,0.51,245453.0,2154.1,185.64,140.61,544.27,72.56,1153.2,846.71,177.89,187.36,179.55,2055.0,888.0,1159.0,4102.0,200.0,206.0,15.0,424.0,10.0,1020.0,1083.0,1855.0,2743.0,265.0,599.0,1914.0,2118.0,528.0,671.0,2192.0,563.0,188.0,61.52,71.81,52.31,86.0,80.0,34.0,4157.85,2943.0,2976.49,375.0,29.36,39.99,39.99,175.01,176.71,172.62,2027.65,177.4,133.02,520.02,69.6,1090.09,799.87,169.72,177.31,169.66,1854.0,936.0,1162.0,3952.0,170.0,225.0,26.0,366.0,7.0,1021.0,1001.0,1684.0,2620.0,260.0,601.0,1634.0,2355.0,468.0,641.0,2117.0,468.0,205.0,59.89,58.46,59.06,81.0,59.0,30.0,3917.37,2790.0,2777.91,412.0,27.72,47.41,47.68,157.44,157.26,154.42
TOR,2023,TOR,TOR,Team Level,4on5,82,0.13,0.12,0.15,22337.0,64.48,6.6,3.39,10.21,2.12,20.79,42.88,6.46,6.6,6.46,66.0,20.0,8.0,94.0,5.0,2.0,0.0,3.0,0.0,17.0,59.0,61.0,81.0,13.0,27.0,184.0,94.0,57.0,43.0,62.0,15.0,9.0,1.7,2.14,2.77,3.0,1.0,1.0,94.0,86.0,86.0,39.0,0.78,0.54,0.54,6.85,6.85,6.7,364.85,46.05,31.23,79.85,12.23,218.72,115.92,43.95,46.05,43.95,354.0,150.0,176.0,680.0,50.0,34.0,4.0,78.0,3.0,202.0,137.0,304.0,454.0,16.0,35.0,218.0,43.0,28.0,45.0,354.0,92.0,58.0,8.84,10.73,26.47,6.0,13.0,31.0,680.0,504.0,504.0,4.0,8.24,8.13,8.01,46.28,46.28,44.69
TOR,2023,TOR,TOR,Team Level,5on4,82,0.88,0.85,0.83,21575.0,377.51,53.74,34.07,82.35,12.42,213.52,110.91,49.34,53.74,49.34,364.0,143.0,189.0,696.0,52.0,42.0,4.0,62.0,1.0,205.0,145.0,312.0,455.0,16.0,35.0,230.0,30.0,18.0,43.0,324.0,113.0,70.0,9.09,13.51,31.14,10.0,16.0,26.0,696.0,507.0,507.0,3.0,8.86,11.44,11.44,51.15,51.15,48.12,79.21,7.31,4.11,12.36,2.49,25.32,52.42,7.2,7.31,7.2,76.0,28.0,17.0,121.0,7.0,6.0,0.0,7.0,0.0,23.0,61.0,69.0,97.0,12.0,29.0,177.0,88.0,61.0,33.0,73.0,18.0,13.0,1.99,2.09,3.24,1.0,4.0,2.0,121.0,104.0,104.0,27.0,0.92,1.35,1.35,6.89,6.89,6.84
ARI,2023,ARI,ARI,Team Level,other,82,0.46,0.46,0.47,11160.0,145.22,34.33,9.8,25.55,4.6,75.49,48.22,32.2,34.33,32.2,135.0,63.0,59.0,257.0,24.0,13.0,3.0,16.0,0.0,82.0,63.0,111.0,174.0,10.0,18.0,97.0,50.0,25.0,21.0,105.0,42.0,51.0,3.45,5.33,25.54,5.0,1.0,18.0,257.0,198.0,198.0,5.0,2.76,4.4,4.4,32.7,32.7,31.2,163.42,40.79,11.33,28.66,5.65,88.08,50.49,37.43,40.79,37.43,152.0,73.0,73.0,298.0,40.0,12.0,2.0,28.0,0.0,85.0,60.0,112.0,185.0,7.0,14.0,145.0,31.0,13.0,14.0,113.0,52.0,60.0,4.44,6.31,30.04,6.0,8.0,26.0,298.0,225.0,225.0,8.0,3.45,3.42,3.26,40.97,40.97,38.24
ARI,2023,ARI,ARI,Team Level,all,82,0.48,0.48,0.47,297842.0,2450.11,248.07,167.77,584.96,82.06,1326.72,959.43,237.38,247.68,237.03,2275.0,1094.0,1281.0,4650.0,254.0,254.0,28.0,464.0,9.0,1181.0,1207.0,2021.0,3115.0,329.0,754.0,2113.0,1848.0,474.0,669.0,2492.0,584.0,293.0,70.97,72.86,104.25,89.0,79.0,86.0,4628.24,3369.0,3353.85,336.0,37.16,48.72,48.81,236.43,236.2,229.96,2739.13,273.42,187.9,660.8,94.19,1488.64,1081.06,257.56,275.0,259.13,2600.0,1186.0,1344.0,5130.0,274.0,265.0,30.0,562.0,9.0,1302.0,1374.0,2326.0,3512.0,319.0,733.0,2574.0,2009.0,538.0,629.0,2812.0,666.0,308.0,80.73,81.53,111.17,109.0,76.0,89.0,5174.24,3786.0,3822.23,305.0,42.27,54.14,54.14,261.56,262.86,252.98
ARI,2023,ARI,ARI,Team Level,5on5,82,0.48,0.49,0.48,239325.0,1925.32,162.66,127.03,484.3,65.34,1041.26,769.41,156.69,162.26,156.34,1773.0,877.0,1074.0,3724.0,172.0,214.0,23.0,393.0,6.0,904.0,961.0,1601.0,2478.0,296.0,682.0,1638.0,1698.0,399.0,579.0,2028.0,444.0,178.0,57.35,55.69,49.62,77.0,62.0,33.0,3702.24,2650.0,2634.85,310.0,26.41,39.39,39.92,149.14,148.91,146.26,2086.59,173.26,135.14,529.79,71.52,1124.22,849.06,166.49,174.84,168.06,1970.0,913.0,1067.0,3950.0,172.0,203.0,22.0,435.0,8.0,980.0,1085.0,1798.0,2711.0,288.0,660.0,1948.0,1869.0,467.0,538.0,2221.0,489.0,173.0,63.55,60.04,49.69,89.0,52.0,31.0,3994.24,2883.0,2919.23,278.0,28.07,40.77,40.83,160.5,161.79,159.06
ARI,2023,ARI,ARI,Team Level,4on5,82,0.08,0.11,0.12,24363.0,58.06,4.91,3.1,9.15,1.96,19.88,41.0,4.9,4.91,4.9,61.0,19.0,13.0,93.0,7.0,0.0,0.0,2.0,0.0,15.0,56.0,54.0,73.0,12.0,29.0,194.0,74.0,40.0,16.0,60.0,14.0,6.0,1.39,2.0,1.52,2.0,2.0,3.0,93.0,80.0,80.0,15.0,0.71,0.0,0.0,5.62,5.62,5.62,425.43,54.24,38.38,92.64,14.99,255.16,135.6,48.55,54.24,48.55,408.0,183.0,195.0,786.0,55.0,47.0,6.0,92.0,1.0,227.0,169.0,353.0,536.0,14.0,36.0,270.0,31.0,10.0,57.0,410.0,110.0,71.0,10.64,13.3,30.3,11.0,13.0,31.0,786.0,591.0,591.0,3.0,10.07,9.45,9.55,54.76,54.76,50.35
ARI,2023,ARI,ARI,Team Level,5on4,82,0.9,0.86,0.84,22994.0,321.5,46.17,27.83,65.95,10.16,190.09,100.8,43.58,46.17,43.58,306.0,135.0,135.0,576.0,51.0,27.0,2.0,53.0,3.0,180.0,127.0,255.0,390.0,11.0,25.0,184.0,26.0,10.0,53.0,299.0,84.0,58.0,8.77,9.83,27.57,5.0,14.0,32.0,576.0,441.0,441.0,6.0,7.28,4.94,4.49,48.96,48.96,46.88,63.69,5.12,3.05,9.7,2.03,21.18,45.91,5.09,5.12,5.09,70.0,17.0,9.0,96.0,7.0,3.0,0.0,7.0,0.0,10.0,60.0,63.0,80.0,10.0,23.0,211.0,78.0,48.0,20.0,68.0,15.0,4.0,2.09,1.89,1.15,3.0,3.0,1.0,96.0,87.0,87.0,16.0,0.7,0.49,0.49,5.33,5.33,5.31
BOS,2023,BOS,BOS,Team Level,other,82,0.49,0.46,0.46,12066.0,163.05,33.03,11.01,30.58,5.68,79.87,59.83,31.4,33.03,31.4,174.0,46.0,72.0,292.0,32.0,13.0,1.0,31.0,3.0,68.0,73.0,142.0,188.0,10.0,25.0,176.0,56.0,34.0,37.0,112.0,64.0,44.0,4.36,8.11,20.56,6.0,10.0,16.0,292.0,220.0,220.0,15.0,3.06,4.27,3.64,32.45,32.45,31.22,193.36,34.55,15.04,38.45,6.96,106.29,61.7,32.11,34.55,32.11,177.0,86.0,77.0,340.0,40.0,25.0,7.0,32.0,3.0,84.0,79.0,137.0,223.0,10.0,21.0,149.0,47.0,27.0,28.0,147.0,67.0,49.0,5.82,7.95,20.79,7.0,10.0,23.0,340.0,263.0,263.0,11.0,4.33,7.17,7.17,31.71,31.71,30.43
BOS,2023,BOS,BOS,Team Level,all,82,0.5,0.47,0.48,300161.0,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399.0,984.0,1227.0,4610.0,263.0,264.0,35.0,430.0,14.0,1173.0,1239.0,2136.0,3120.0,320.0,708.0,2298.0,2257.0,516.0,698.0,2397.0,681.0,305.0,69.24,85.55,101.18,79.0,93.0,91.0,4684.95,3383.0,3430.48,314.0,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505.0,1174.0,1418.0,5097.0,221.0,265.0,44.0,582.0,19.0,1332.0,1260.0,2284.0,3458.0,294.0,652.0,2344.0,2381.0,659.0,688.0,2753.0,624.0,302.0,76.87,78.65,97.75,68.0,65.0,88.0,5026.36,3679.0,3638.8,306.0,40.8,56.94,56.94,237.13,235.84,229.53
BOS,2023,BOS,BOS,Team Level,5on5,82,0.5,0.47,0.48,240700.0,1881.67,168.42,125.62,459.71,63.73,1007.91,754.61,161.85,171.01,164.28,1797.0,783.0,980.0,3560.0,176.0,211.0,31.0,328.0,10.0,880.0,975.0,1621.0,2404.0,275.0,612.0,1710.0,2066.0,410.0,564.0,1910.0,481.0,189.0,54.71,60.39,53.32,69.0,63.0,44.0,3634.95,2580.0,2627.48,273.0,26.12,45.38,45.38,149.17,151.22,149.0,2073.88,168.84,131.48,533.73,70.82,1109.41,836.71,162.06,167.44,160.72,1921.0,930.0,1158.0,4009.0,135.0,198.0,29.0,471.0,15.0,1046.0,986.0,1786.0,2716.0,258.0,572.0,1783.0,2212.0,548.0,561.0,2215.0,459.0,177.0,61.07,58.59,49.18,56.0,44.0,35.0,3938.36,2851.0,2810.8,260.0,27.35,39.5,40.04,156.15,154.86,151.9
BOS,2023,BOS,BOS,Team Level,4on5,82,0.15,0.14,0.17,24604.0,69.94,7.34,3.72,10.65,2.19,22.35,46.75,7.26,7.34,7.26,73.0,20.0,12.0,105.0,6.0,1.0,0.0,9.0,0.0,15.0,62.0,67.0,87.0,19.0,39.0,195.0,105.0,58.0,29.0,67.0,16.0,10.0,2.07,2.21,3.06,1.0,2.0,3.0,105.0,93.0,93.0,21.0,0.86,0.1,0.1,8.1,8.1,8.01,345.0,41.61,31.76,73.88,11.82,202.07,108.85,39.04,41.61,39.04,329.0,141.0,174.0,644.0,41.0,37.0,8.0,73.0,0.0,180.0,139.0,288.0,429.0,20.0,45.0,238.0,35.0,22.0,75.0,330.0,79.0,61.0,8.28,9.7,23.63,5.0,8.0,28.0,644.0,470.0,470.0,12.0,8.23,8.59,8.05,41.8,41.8,39.8
BOS,2023,BOS,BOS,Team Level,5on4,82,0.85,0.86,0.84,22791.0,361.08,47.18,34.22,75.95,12.11,212.26,108.28,44.0,47.18,44.0,355.0,135.0,163.0,653.0,49.0,39.0,3.0,62.0,1.0,210.0,129.0,306.0,441.0,16.0,32.0,217.0,30.0,14.0,68.0,308.0,120.0,62.0,8.1,14.84,24.25,3.0,18.0,28.0,653.0,490.0,490.0,5.0,8.9,8.03,8.66,47.43,47.43,45.38,73.43,8.26,3.86,10.48,2.16,21.94,48.3,7.99,8.26,7.99,78.0,17.0,9.0,104.0,5.0,5.0,0.0,6.0,1.0,22.0,56.0,73.0,90.0,6.0,14.0,174.0,87.0,62.0,24.0,61.0,19.0,15.0,1.7,2.41,4.15,0.0,3.0,2.0,104.0,95.0,95.0,23.0,0.9,1.68,1.68,7.47,7.47,7.4
EDM,2023,EDM,EDM,Team Level,other,82,0.55,0.53,0.54,10114.0,162.3,36.77,12.24,28.5,5.4,84.69,50.41,33.72,36.77,33.72,152.0,66.0,66.0,284.0,32.0,15.0,3.0,25.0,2.0,70.0,74.0,120.0,186.0,6.0,15.0,122.0,27.0,32.0,26.0,97.0,68.0,53.0,4.01,8.07,24.7,4.0,9.0,19.0,284.0,218.0,218.0,12.0,3.62,5.5,5.5,34.89,34.89,32.84,139.29,29.75,9.64,25.64,4.63,70.89,48.46,27.06,29.75,27.06,145.0,44.0,61.0,250.0,28.0,12.0,0.0,16.0,2.0,68.0,63.0,117.0,161.0,11.0,23.0,125.0,31.0,15.0,32.0,99.0,49.0,41.0,4.03,5.98,19.73,6.0,3.0,19.0,250.0,189.0,189.0,21.0,2.78,3.7,3.7,28.83,28.83,26.64
EDM,2023,EDM,EDM,Team Level,all,82,0.57,0.55,0.55,298146.0,2891.26,310.61,201.69,672.2,95.93,1511.5,1128.06,294.39,311.53,295.31,2768.0,1152.0,1455.0,5375.0,292.0,311.0,36.0,534.0,7.0,1441.0,1335.0,2476.0,3628.0,306.0,682.0,2514.0,1871.0,707.0,807.0,2727.0,817.0,376.0,81.48,102.54,126.59,85.0,120.0,87.0,5415.03,3920.0,3942.79,442.0,45.06,71.14,71.18,284.49,285.56,276.64,2381.68,230.52,157.77,576.11,80.2,1283.97,937.5,220.03,230.84,220.34,2307.0,960.0,1194.0,4461.0,236.0,216.0,29.0,475.0,13.0,1143.0,1184.0,2071.0,3031.0,279.0,625.0,2209.0,2169.0,670.0,737.0,2403.0,621.0,243.0,70.93,75.62,83.97,84.0,82.0,70.0,4448.63,3267.0,3266.37,421.0,34.95,47.11,47.22,218.24,218.6,212.43
EDM,2023,EDM,EDM,Team Level,5on5,82,0.58,0.55,0.55,243348.0,2291.62,217.14,151.92,559.8,76.23,1191.97,913.93,207.56,218.07,208.47,2194.0,917.0,1208.0,4319.0,194.0,251.0,28.0,441.0,4.0,1164.0,1057.0,2000.0,2917.0,267.0,601.0,1982.0,1753.0,586.0,692.0,2235.0,632.0,244.0,66.78,80.13,70.23,69.0,93.0,32.0,4359.03,3111.0,3133.79,391.0,31.74,55.58,55.62,193.27,194.33,190.14,1866.73,156.17,118.69,472.23,63.0,1000.0,748.97,150.93,156.49,151.23,1786.0,774.0,949.0,3509.0,153.0,175.0,22.0,388.0,11.0,893.0,940.0,1633.0,2407.0,240.0,546.0,1675.0,2029.0,567.0,620.0,1943.0,467.0,150.0,57.02,57.24,41.91,61.0,64.0,28.0,3496.63,2560.0,2559.37,370.0,24.63,34.74,34.87,145.93,146.29,143.71
EDM,2023,EDM,EDM,Team Level,4on5,82,0.17,0.17,0.19,23958.0,80.55,8.13,4.16,11.95,2.49,24.83,54.44,7.98,8.13,7.98,77.0,29.0,20.0,126.0,6.0,5.0,0.0,3.0,0.0,21.0,71.0,71.0,100.0,8.0,16.0,197.0,72.0,61.0,41.0,71.0,25.0,10.0,2.19,3.21,2.72,0.0,4.0,2.0,126.0,106.0,106.0,37.0,0.94,0.96,0.96,8.1,8.1,8.03,325.74,40.49,27.26,70.32,11.01,197.74,105.17,37.99,40.49,37.99,327.0,125.0,176.0,628.0,51.0,27.0,7.0,65.0,0.0,172.0,137.0,276.0,401.0,16.0,32.0,236.0,36.0,25.0,57.0,308.0,98.0,46.0,8.29,11.45,20.75,15.0,14.0,22.0,628.0,452.0,452.0,5.0,7.02,8.25,8.23,39.28,39.28,37.89
EDM,2023,EDM,EDM,Team Level,5on4,82,0.92,0.9,0.88,20726.0,356.79,48.56,33.38,71.96,11.81,210.01,109.28,45.14,48.56,45.14,345.0,140.0,161.0,646.0,60.0,40.0,5.0,65.0,1.0,186.0,133.0,285.0,425.0,25.0,50.0,213.0,19.0,28.0,48.0,324.0,92.0,69.0,8.5,11.13,28.93,12.0,14.0,34.0,646.0,485.0,485.0,2.0,8.76,9.1,9.1,48.23,48.23,45.62,49.93,4.12,2.18,7.91,1.55,15.34,34.9,4.06,4.12,4.06,49.0,17.0,8.0,74.0,4.0,2.0,0.0,6.0,0.0,10.0,44.0,45.0,62.0,12.0,24.0,173.0,73.0,63.0,28.0,53.0,7.0,6.0,1.59,0.94,1.59,2.0,1.0,1.0,74.0,66.0,66.0,25.0,0.51,0.42,0.42,4.2,4.2,4.19
FLA,2023,FLA,FLA,Team Level,other,82,0.59,0.56,0.57,13119.0,200.1,43.38,13.89,37.46,6.84,104.69,66.74,40.06,43.38,40.06,189.0,84.0,97.0,370.0,44.0,20.0,4.0,28.0,1.0,105.0,75.0,145.0,229.0,15.0,28.0,158.0,58.0,33.0,25.0,160.0,48.0,65.0,6.53,6.67,30.17,6.0,9.0,29.0,370.0,273.0,273.0,12.0,3.88,4.43,4.43,42.83,42.83,39.72,150.7,30.02,10.9,29.85,5.69,79.75,52.78,27.33,30.02,27.33,144.0,65.0,82.0,291.0,28.0,19.0,2.0,16.0,0.0,80.0,66.0,116.0,181.0,8.0,16.0,145.0,40.0,37.0,25.0,117.0,44.0,48.0,4.37,5.22,20.43,5.0,5.0,18.0,291.0,209.0,209.0,8.0,3.15,5.32,5.32,27.86,27.86,26.09
FLA,2023,FLA,FLA,Team Level,all,82,0.57,0.56,0.55,298230.0,2881.69,304.96,197.85,692.9,97.55,1547.2,1113.55,281.47,306.77,283.17,2766.0,1188.0,1670.0,5624.0,265.0,317.0,38.0,586.0,11.0,1462.0,1313.0,2501.0,3689.0,389.0,856.0,2426.0,2341.0,564.0,681.0,2928.0,665.0,361.0,81.63,83.92,139.4,86.0,85.0,94.0,5681.89,3954.0,3991.4,367.0,44.85,68.39,68.39,281.41,282.83,266.38,2370.99,230.76,159.44,578.28,82.07,1276.74,945.72,219.96,229.72,219.0,2280.0,993.0,1126.0,4399.0,198.0,249.0,31.0,448.0,7.0,1140.0,1231.0,2082.0,3075.0,360.0,810.0,2306.0,2198.0,462.0,754.0,2414.0,579.0,280.0,66.43,71.3,93.03,62.0,56.0,80.0,4351.8,3273.0,3245.7,393.0,35.76,52.98,53.08,213.44,212.73,206.61
FLA,2023,FLA,FLA,Team Level,5on5,82,0.54,0.56,0.54,231763.0,2100.56,171.44,135.58,538.65,71.95,1139.12,841.25,163.65,173.26,165.35,2022.0,876.0,1319.0,4217.0,155.0,230.0,25.0,463.0,10.0,1068.0,972.0,1867.0,2743.0,341.0,759.0,1802.0,2120.0,441.0,556.0,2249.0,481.0,168.0,61.94,60.8,48.71,72.0,60.0,23.0,4274.89,2898.0,2935.4,311.0,28.14,46.7,46.7,152.88,154.3,151.06,1807.24,146.12,114.56,463.36,62.05,973.33,736.57,140.86,145.08,139.9,1703.0,793.0,861.0,3357.0,120.0,182.0,20.0,365.0,6.0,866.0,957.0,1583.0,2376.0,318.0,723.0,1726.0,2036.0,363.0,590.0,1924.0,418.0,154.0,51.63,51.93,42.57,51.0,41.0,28.0,3309.8,2496.0,2468.7,344.0,23.76,36.26,36.37,133.51,132.79,130.41
FLA,2023,FLA,FLA,Team Level,4on5,82,0.13,0.17,0.19,28153.0,83.0,6.92,3.94,12.75,2.56,26.68,58.15,6.8,6.92,6.8,85.0,26.0,24.0,135.0,7.0,4.0,0.0,4.0,0.0,16.0,80.0,78.0,104.0,14.0,28.0,208.0,134.0,77.0,41.0,86.0,14.0,11.0,2.15,1.75,3.02,2.0,2.0,3.0,135.0,111.0,111.0,35.0,0.91,0.87,0.87,6.96,6.96,6.92,346.36,48.35,30.18,75.18,12.02,201.35,108.95,45.55,48.35,45.55,360.0,116.0,176.0,652.0,43.0,46.0,9.0,63.0,1.0,173.0,150.0,317.0,433.0,24.0,48.0,239.0,39.0,17.0,101.0,305.0,105.0,66.0,8.77,12.55,27.02,3.0,8.0,32.0,652.0,476.0,476.0,5.0,7.99,11.15,11.14,45.2,45.2,43.29
FLA,2023,FLA,FLA,Team Level,5on4,82,0.93,0.9,0.88,25195.0,498.02,83.21,44.44,104.04,16.2,276.72,147.41,70.97,83.21,70.97,470.0,202.0,230.0,902.0,59.0,63.0,9.0,91.0,0.0,273.0,186.0,411.0,613.0,19.0,41.0,258.0,29.0,13.0,59.0,433.0,122.0,117.0,11.0,14.69,57.5,6.0,14.0,39.0,902.0,672.0,672.0,9.0,11.92,16.39,16.39,78.75,78.75,68.69,66.69,6.27,3.81,9.9,2.31,22.31,47.42,6.21,6.27,6.21,73.0,19.0,7.0,99.0,7.0,2.0,0.0,4.0,0.0,21.0,58.0,66.0,85.0,10.0,23.0,196.0,83.0,45.0,38.0,68.0,12.0,12.0,1.67,1.59,3.01,3.0,2.0,2.0,99.0,92.0,92.0,36.0,0.87,0.26,0.26,6.88,6.88,6.82
SJS,2023,SJS,SJS,Team Level,other,82,0.37,0.41,0.4,10007.0,111.89,22.51,8.08,20.8,3.7,58.41,36.51,20.29,22.51,20.29,98.0,52.0,67.0,217.0,19.0,11.0,4.0,14.0,0.0,64.0,42.0,79.0,131.0,7.0,14.0,119.0,28.0,15.0,14.0,78.0,35.0,37.0,3.05,4.43,15.03,5.0,2.0,12.0,217.0,150.0,150.0,6.0,2.41,4.07,4.07,20.85,20.85,19.23,159.29,38.65,11.78,27.4,5.31,85.74,52.12,34.8,38.65,34.8,149.0,72.0,90.0,311.0,38.0,16.0,6.0,32.0,1.0,69.0,65.0,111.0,183.0,9.0,18.0,132.0,34.0,19.0,18.0,110.0,48.0,63.0,4.58,5.86,28.21,7.0,5.0,26.0,311.0,221.0,221.0,7.0,3.47,4.89,4.89,37.22,37.22,34.31
