team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SJS,2023,SJS,SJS,Team Level,all,82,0.4,0.43,0.42,298209.0,2226.33,205.42,151.06,551.84,77.17,1211.14,878.4,196.33,203.12,194.09,2069.0,1006.0,1295.0,4370.0,180.0,241.0,20.0,416.0,3.0,1068.0,1167.0,1889.0,2895.0,297.0,668.0,2300.0,1873.0,544.0,451.0,2303.0,539.0,233.0,63.29,67.86,74.26,73.0,65.0,42.0,4283.67,3075.0,3031.56,254.0,33.39,46.37,46.37,192.44,190.52,185.09,3019.24,313.38,213.19,710.14,101.74,1669.67,1182.88,294.46,318.48,299.28,2881.0,1310.0,1635.0,5826.0,326.0,336.0,50.0,622.0,7.0,1528.0,1372.0,2555.0,3865.0,257.0,576.0,2391.0,1454.0,603.0,609.0,3058.0,765.0,368.0,91.35,94.05,127.98,124.0,108.0,94.0,5989.34,4191.0,4276.72,263.0,47.51,73.94,73.98,286.91,291.37,280.81
SJS,2023,SJS,SJS,Team Level,5on5,82,0.41,0.44,0.43,244637.0,1807.8,147.1,117.17,466.79,62.61,980.87,724.46,142.14,144.79,139.9,1686.0,813.0,1076.0,3575.0,119.0,198.0,12.0,355.0,3.0,860.0,964.0,1567.0,2380.0,267.0,608.0,1806.0,1793.0,462.0,393.0,1936.0,416.0,147.0,52.86,52.99,41.24,57.0,49.0,13.0,3488.67,2499.0,2455.56,227.0,24.29,36.28,36.34,135.05,133.14,130.71,2353.65,208.68,157.76,580.39,79.46,1296.46,948.25,198.69,213.78,203.53,2248.0,1023.0,1313.0,4584.0,226.0,267.0,33.0,498.0,6.0,1200.0,1074.0,2022.0,3045.0,231.0,524.0,1867.0,1360.0,523.0,530.0,2475.0,575.0,221.0,74.0,70.97,63.71,108.0,86.0,32.0,4747.34,3271.0,3356.72,237.0,32.79,56.15,56.19,185.27,189.74,185.78
SJS,2023,SJS,SJS,Team Level,4on5,82,0.06,0.08,0.1,23991.0,49.53,3.58,2.49,7.55,1.58,16.72,36.09,3.57,3.58,3.57,54.0,14.0,7.0,75.0,3.0,0.0,0.0,4.0,0.0,18.0,43.0,51.0,65.0,8.0,16.0,200.0,36.0,47.0,17.0,55.0,9.0,4.0,1.36,1.18,1.04,3.0,0.0,0.0,75.0,68.0,68.0,16.0,0.56,0.0,0.0,4.14,4.14,4.13,432.66,59.02,39.97,90.95,14.59,263.38,131.09,54.14,59.02,54.14,404.0,195.0,217.0,816.0,56.0,46.0,9.0,86.0,0.0,249.0,162.0,348.0,543.0,14.0,28.0,235.0,12.0,15.0,38.0,397.0,128.0,74.0,10.47,15.37,33.18,7.0,14.0,35.0,816.0,599.0,599.0,2.0,10.41,11.39,11.39,58.04,58.04,54.42
SJS,2023,SJS,SJS,Team Level,5on4,82,0.82,0.81,0.78,19574.0,257.11,32.24,23.31,56.69,9.28,155.14,81.34,30.32,32.24,30.32,231.0,127.0,145.0,503.0,39.0,32.0,4.0,43.0,0.0,126.0,118.0,192.0,319.0,15.0,30.0,175.0,16.0,20.0,27.0,234.0,79.0,45.0,6.02,9.26,16.95,8.0,14.0,17.0,503.0,358.0,358.0,5.0,6.12,6.03,5.96,32.4,32.4,31.02,73.63,7.04,3.66,11.41,2.38,24.1,51.41,6.83,7.04,6.83,80.0,20.0,15.0,115.0,6.0,7.0,2.0,6.0,0.0,10.0,71.0,74.0,94.0,3.0,6.0,157.0,48.0,46.0,23.0,76.0,14.0,10.0,2.29,1.86,2.89,2.0,3.0,1.0,115.0,100.0,100.0,17.0,0.84,1.51,1.51,6.38,6.38,6.28
DAL,2023,DAL,DAL,Team Level,other,82,0.58,0.5,0.49,9731.0,150.15,39.26,11.08,26.07,5.09,79.62,45.89,35.95,39.26,35.95,129.0,78.0,79.0,286.0,33.0,19.0,3.0,19.0,2.0,73.0,61.0,96.0,174.0,6.0,12.0,125.0,25.0,15.0,21.0,91.0,52.0,64.0,3.57,6.18,29.51,7.0,7.0,19.0,286.0,207.0,207.0,12.0,3.21,6.96,6.96,35.51,35.51,33.34,154.24,28.04,11.31,30.32,5.71,87.21,49.41,26.65,28.04,26.65,145.0,67.0,77.0,289.0,27.0,18.0,5.0,18.0,0.0,87.0,62.0,118.0,185.0,4.0,8.0,119.0,32.0,23.0,24.0,119.0,52.0,41.0,4.69,6.32,17.04,4.0,6.0,17.0,289.0,212.0,212.0,10.0,3.3,4.92,4.92,26.42,26.42,25.3
DAL,2023,DAL,DAL,Team Level,all,82,0.56,0.53,0.53,298927.0,2747.89,283.36,187.38,665.34,94.97,1490.41,1076.53,270.27,285.31,272.17,2588.0,1210.0,1503.0,5301.0,294.0,293.0,41.0,493.0,15.0,1349.0,1354.0,2294.0,3504.0,248.0,528.0,2617.0,1458.0,560.0,668.0,2761.0,719.0,318.0,81.83,88.81,112.73,110.0,88.0,96.0,5358.06,3798.0,3831.11,281.0,41.79,63.98,64.04,261.1,263.12,256.05,2489.5,226.51,161.85,607.91,83.12,1341.5,992.1,218.1,226.2,217.81,2350.0,1063.0,1327.0,4740.0,232.0,208.0,33.0,540.0,8.0,1160.0,1265.0,2118.0,3181.0,248.0,532.0,2228.0,2172.0,595.0,611.0,2567.0,606.0,240.0,70.13,75.25,81.13,79.0,85.0,68.0,4697.33,3413.0,3393.38,285.0,36.03,45.32,45.32,217.23,216.92,211.85
DAL,2023,DAL,DAL,Team Level,5on5,82,0.54,0.53,0.53,245647.0,2181.55,181.52,140.75,556.0,75.68,1189.77,884.28,174.68,183.48,176.58,2049.0,979.0,1238.0,4266.0,194.0,212.0,23.0,423.0,11.0,1094.0,1094.0,1855.0,2834.0,209.0,448.0,2089.0,1342.0,474.0,585.0,2324.0,536.0,168.0,69.36,66.59,45.59,96.0,63.0,35.0,4323.06,3028.0,3061.11,250.0,29.27,41.13,41.2,169.6,171.62,168.6,1950.98,153.17,118.55,502.11,65.07,1039.19,794.9,148.36,152.85,148.04,1813.0,860.0,1085.0,3758.0,161.0,163.0,21.0,448.0,5.0,889.0,1007.0,1652.0,2512.0,223.0,482.0,1738.0,2049.0,500.0,511.0,2085.0,437.0,151.0,55.16,54.89,43.11,65.0,65.0,31.0,3715.33,2673.0,2653.38,251.0,24.61,31.72,31.72,146.05,145.74,143.51
DAL,2023,DAL,DAL,Team Level,4on5,82,0.17,0.14,0.16,21736.0,66.64,8.32,3.37,9.2,1.91,19.4,42.79,8.15,8.32,8.15,70.0,15.0,14.0,99.0,10.0,6.0,1.0,1.0,0.0,13.0,55.0,60.0,75.0,11.0,22.0,177.0,65.0,56.0,16.0,51.0,21.0,13.0,1.59,2.98,3.76,1.0,5.0,4.0,99.0,85.0,85.0,14.0,0.78,1.55,1.55,7.55,7.55,7.46,321.15,40.3,28.88,66.13,10.41,194.96,102.32,38.15,40.3,38.15,323.0,120.0,154.0,597.0,40.0,26.0,7.0,70.0,3.0,167.0,137.0,283.0,403.0,11.0,22.0,204.0,31.0,14.0,57.0,300.0,99.0,44.0,8.6,11.87,19.82,8.0,12.0,20.0,597.0,443.0,443.0,10.0,7.41,8.53,8.53,39.17,39.17,37.52
DAL,2023,DAL,DAL,Team Level,5on4,82,0.92,0.87,0.85,21813.0,349.53,54.25,32.19,74.06,12.31,201.63,103.56,51.49,54.25,51.49,340.0,138.0,172.0,650.0,57.0,56.0,14.0,50.0,2.0,169.0,144.0,283.0,421.0,22.0,46.0,226.0,26.0,15.0,46.0,295.0,110.0,73.0,7.32,13.05,33.87,6.0,13.0,38.0,650.0,478.0,478.0,5.0,8.53,14.34,14.34,48.45,48.45,46.66,63.13,5.01,3.1,9.35,1.93,20.15,45.46,4.96,5.01,4.96,69.0,16.0,11.0,96.0,4.0,1.0,0.0,4.0,0.0,17.0,59.0,65.0,81.0,10.0,20.0,167.0,60.0,58.0,19.0,63.0,18.0,4.0,1.68,2.17,1.17,2.0,2.0,0.0,96.0,85.0,85.0,14.0,0.72,0.14,0.14,5.59,5.59,5.53
MTL,2023,MTL,MTL,Team Level,other,82,0.43,0.44,0.44,10150.0,152.17,26.03,10.97,28.92,5.14,79.44,53.5,24.89,26.03,24.89,140.0,64.0,59.0,263.0,23.0,15.0,1.0,19.0,1.0,71.0,75.0,117.0,181.0,12.0,22.0,146.0,30.0,27.0,25.0,108.0,59.0,37.0,4.74,7.21,14.08,5.0,5.0,13.0,263.0,204.0,204.0,17.0,3.07,4.44,4.44,24.66,24.66,24.0,191.22,34.44,13.37,36.5,6.25,101.2,68.25,32.62,34.44,32.62,188.0,72.0,75.0,335.0,45.0,19.0,3.0,30.0,1.0,90.0,75.0,143.0,215.0,14.0,28.0,118.0,34.0,33.0,21.0,155.0,56.0,49.0,6.01,6.59,21.84,11.0,13.0,21.0,335.0,260.0,260.0,11.0,3.86,6.8,7.23,31.07,31.07,30.3
MTL,2023,MTL,MTL,Team Level,all,82,0.45,0.45,0.45,300787.0,2380.73,229.11,161.76,578.35,80.37,1283.95,942.45,219.13,229.35,219.33,2269.0,1007.0,1257.0,4533.0,232.0,234.0,31.0,452.0,14.0,1159.0,1185.0,2037.0,3044.0,336.0,755.0,2332.0,1805.0,463.0,788.0,2404.0,613.0,259.0,69.63,76.16,83.33,89.0,75.0,68.0,4518.7,3276.0,3269.09,554.0,35.95,51.7,51.7,213.36,213.4,208.53,2854.09,280.77,199.95,689.51,96.64,1551.41,1112.72,266.35,281.61,267.2,2738.0,1193.0,1605.0,5536.0,281.0,311.0,36.0,578.0,13.0,1401.0,1347.0,2457.0,3650.0,312.0,706.0,2200.0,1791.0,592.0,854.0,2933.0,677.0,321.0,83.61,85.9,111.26,101.0,99.0,81.0,5562.88,3931.0,3950.57,610.0,44.72,67.85,67.99,257.49,258.35,251.48
MTL,2023,MTL,MTL,Team Level,5on5,82,0.47,0.46,0.46,241548.0,1854.52,157.87,118.51,473.04,62.79,990.28,751.51,151.5,158.11,151.7,1748.0,806.0,1032.0,3586.0,160.0,185.0,24.0,366.0,10.0,910.0,923.0,1588.0,2394.0,292.0,658.0,1753.0,1703.0,381.0,671.0,1940.0,453.0,161.0,54.72,56.27,46.88,72.0,60.0,28.0,3571.7,2554.0,2547.09,479.0,24.68,40.31,40.38,142.18,142.22,139.72,2152.03,181.55,140.45,549.15,73.6,1170.03,865.22,174.02,182.4,174.87,2037.0,943.0,1296.0,4276.0,166.0,225.0,22.0,473.0,12.0,1049.0,1055.0,1871.0,2814.0,261.0,595.0,1673.0,1653.0,487.0,726.0,2289.0,501.0,190.0,65.21,64.09,52.24,77.0,69.0,20.0,4302.88,2980.0,2999.57,537.0,29.15,44.51,44.72,165.98,166.83,163.57
MTL,2023,MTL,MTL,Team Level,4on5,82,0.08,0.09,0.11,25587.0,51.74,5.06,2.9,7.97,1.8,17.6,35.68,5.03,5.06,5.03,63.0,8.0,14.0,85.0,7.0,0.0,0.0,5.0,1.0,5.0,53.0,56.0,64.0,12.0,30.0,216.0,56.0,38.0,57.0,52.0,11.0,8.0,1.29,1.53,2.23,3.0,1.0,3.0,85.0,71.0,71.0,56.0,0.67,0.0,0.0,5.72,5.72,5.7,438.1,57.89,42.73,92.3,14.54,257.57,129.97,53.07,57.89,53.07,432.0,163.0,222.0,817.0,59.0,60.0,9.0,69.0,0.0,251.0,156.0,373.0,536.0,24.0,54.0,243.0,22.0,15.0,45.0,417.0,106.0,72.0,10.35,13.48,34.06,9.0,14.0,36.0,817.0,595.0,595.0,3.0,10.94,14.61,14.24,54.59,54.59,51.79
MTL,2023,MTL,MTL,Team Level,5on4,82,0.85,0.85,0.82,23502.0,322.31,40.15,29.38,68.43,10.65,196.63,101.76,37.7,40.15,37.7,318.0,129.0,152.0,599.0,42.0,34.0,6.0,62.0,2.0,173.0,134.0,276.0,405.0,20.0,45.0,217.0,16.0,17.0,35.0,304.0,90.0,53.0,8.87,11.15,20.13,9.0,9.0,24.0,599.0,447.0,447.0,2.0,7.54,6.96,6.89,40.8,40.8,39.11,72.74,6.88,3.39,11.56,2.27,22.63,49.28,6.64,6.88,6.64,81.0,15.0,12.0,108.0,11.0,7.0,2.0,6.0,0.0,11.0,61.0,70.0,85.0,13.0,29.0,166.0,82.0,57.0,62.0,72.0,14.0,10.0,2.04,1.73,3.12,4.0,3.0,4.0,108.0,96.0,96.0,59.0,0.78,1.92,1.8,5.86,5.86,5.82
VGK,2023,VGK,VGK,Team Level,other,82,0.5,0.51,0.5,8068.0,124.46,29.08,9.32,22.2,4.16,66.55,39.69,27.47,29.08,27.47,117.0,54.0,70.0,241.0,31.0,7.0,0.0,15.0,1.0,71.0,46.0,86.0,140.0,7.0,15.0,95.0,26.0,26.0,23.0,84.0,43.0,44.0,3.48,5.02,20.58,2.0,7.0,22.0,241.0,171.0,171.0,10.0,2.67,2.18,2.18,29.57,29.57,28.16,125.97,29.5,8.73,23.47,4.41,64.21,41.68,26.95,29.5,26.95,128.0,44.0,56.0,228.0,33.0,10.0,0.0,10.0,1.0,64.0,54.0,95.0,139.0,8.0,17.0,112.0,28.0,17.0,11.0,89.0,38.0,45.0,3.33,4.45,21.73,5.0,6.0,22.0,228.0,172.0,172.0,2.0,2.58,3.28,3.28,28.81,28.81,26.7
VGK,2023,VGK,VGK,Team Level,all,82,0.5,0.49,0.5,298515.0,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548.0,1002.0,1432.0,4982.0,263.0,266.0,32.0,518.0,6.0,1261.0,1236.0,2285.0,3287.0,237.0,529.0,2314.0,2020.0,690.0,565.0,2617.0,641.0,292.0,76.05,78.48,97.09,94.0,83.0,86.0,5023.75,3550.0,3577.38,265.0,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487.0,1129.0,1611.0,5227.0,243.0,263.0,30.0,487.0,6.0,1340.0,1277.0,2244.0,3373.0,275.0,597.0,2296.0,2135.0,616.0,562.0,2729.0,619.0,268.0,77.09,76.2,94.82,90.0,73.0,80.0,5219.78,3616.0,3616.81,282.0,39.29,53.61,53.64,233.77,233.83,226.27
VGK,2023,VGK,VGK,Team Level,5on5,82,0.52,0.49,0.49,244515.0,2039.1,176.72,132.15,510.67,68.95,1097.44,827.07,168.92,178.43,170.59,2007.0,806.0,1172.0,3985.0,176.0,221.0,25.0,438.0,4.0,1004.0,970.0,1831.0,2637.0,204.0,459.0,1830.0,1902.0,573.0,481.0,2130.0,499.0,184.0,62.86,61.44,52.43,82.0,62.0,32.0,4026.75,2813.0,2840.38,236.0,27.46,47.27,47.34,156.85,158.41,155.28,2064.1,166.15,133.54,530.14,71.61,1131.79,837.76,159.89,166.23,159.98,1962.0,909.0,1353.0,4224.0,163.0,207.0,25.0,407.0,5.0,1065.0,1024.0,1799.0,2708.0,241.0,525.0,1797.0,1992.0,526.0,470.0,2245.0,475.0,151.0,63.04,59.36,43.75,79.0,54.0,30.0,4216.78,2871.0,2871.81,243.0,27.7,40.39,40.64,153.23,153.27,150.4
VGK,2023,VGK,VGK,Team Level,4on5,82,0.12,0.12,0.15,21599.0,62.2,6.11,3.2,8.68,1.95,19.54,43.53,5.93,6.11,5.93,63.0,20.0,11.0,94.0,8.0,3.0,1.0,1.0,0.0,15.0,56.0,55.0,75.0,7.0,17.0,148.0,66.0,64.0,14.0,58.0,14.0,11.0,1.52,1.84,2.75,1.0,3.0,4.0,94.0,83.0,83.0,13.0,0.75,0.92,0.92,5.93,5.93,5.83,354.2,46.61,31.33,77.07,11.74,209.01,109.25,43.43,46.61,43.43,321.0,164.0,186.0,671.0,40.0,42.0,5.0,60.0,0.0,194.0,149.0,281.0,445.0,20.0,43.0,194.0,21.0,12.0,44.0,330.0,91.0,64.0,8.77,10.63,27.22,4.0,10.0,26.0,671.0,485.0,485.0,5.0,8.23,9.01,8.8,46.04,46.04,43.49
VGK,2023,VGK,VGK,Team Level,5on4,82,0.87,0.86,0.85,24333.0,356.46,39.72,31.82,76.47,11.66,212.11,111.22,38.04,39.72,38.04,361.0,122.0,179.0,662.0,48.0,35.0,6.0,64.0,1.0,171.0,164.0,313.0,435.0,19.0,38.0,241.0,26.0,27.0,47.0,345.0,85.0,53.0,8.19,10.19,21.33,9.0,11.0,28.0,662.0,483.0,483.0,6.0,8.17,7.39,7.38,40.5,40.5,39.37,65.68,5.86,3.32,10.31,2.05,21.06,45.4,5.8,5.86,5.8,76.0,12.0,16.0,104.0,7.0,4.0,0.0,10.0,0.0,17.0,50.0,69.0,81.0,6.0,12.0,193.0,94.0,61.0,37.0,65.0,15.0,8.0,1.95,1.77,2.13,2.0,3.0,2.0,104.0,88.0,88.0,32.0,0.76,0.92,0.92,5.69,5.69,5.68
CGY,2023,CGY,CGY,Team Level,other,82,0.51,0.52,0.53,11874.0,171.72,36.72,12.23,34.05,6.21,90.08,59.71,33.83,36.72,33.83,160.0,79.0,78.0,317.0,35.0,16.0,4.0,26.0,4.0,94.0,64.0,125.0,204.0,9.0,24.0,125.0,37.0,35.0,30.0,138.0,50.0,51.0,5.0,5.99,25.74,5.0,6.0,24.0,317.0,239.0,239.0,17.0,3.57,3.97,3.97,36.32,36.32,33.97,150.01,35.17,10.75,28.3,5.14,78.36,50.27,32.6,35.17,32.6,141.0,67.0,87.0,295.0,30.0,13.0,2.0,24.0,3.0,74.0,64.0,111.0,178.0,9.0,24.0,157.0,35.0,25.0,30.0,104.0,54.0,50.0,3.73,6.48,24.96,4.0,3.0,23.0,295.0,208.0,208.0,16.0,3.07,4.64,4.64,33.6,33.6,32.23
CGY,2023,CGY,CGY,Team Level,all,82,0.5,0.51,0.52,297732.0,2726.17,251.34,181.43,670.67,92.5,1484.39,1090.67,241.88,250.65,241.21,2573.0,1198.0,1486.0,5257.0,253.0,268.0,31.0,551.0,18.0,1279.0,1402.0,2320.0,3518.0,303.0,669.0,2394.0,1748.0,621.0,811.0,2913.0,580.0,278.0,79.51,72.53,99.28,92.0,75.0,86.0,5221.64,3771.0,3751.0,401.0,40.41,51.47,51.5,240.24,239.66,233.72,2574.93,256.23,173.98,619.2,85.8,1377.17,1017.61,245.46,257.71,246.92,2438.0,1092.0,1479.0,5009.0,267.0,237.0,29.0,540.0,7.0,1218.0,1261.0,2171.0,3263.0,308.0,668.0,2428.0,1724.0,707.0,686.0,2580.0,669.0,281.0,72.94,83.25,100.04,112.0,76.0,79.0,5052.18,3530.0,3559.55,364.0,38.81,50.41,50.45,244.6,245.89,239.69
CGY,2023,CGY,CGY,Team Level,5on5,82,0.5,0.51,0.52,240316.0,2109.38,165.2,132.26,543.47,71.56,1148.37,859.14,160.4,164.51,159.73,1996.0,924.0,1207.0,4127.0,167.0,204.0,20.0,455.0,12.0,976.0,1106.0,1829.0,2753.0,261.0,577.0,1843.0,1628.0,517.0,679.0,2316.0,436.0,168.0,62.73,55.45,47.03,78.0,56.0,33.0,4091.64,2920.0,2900.0,345.0,27.34,37.43,37.68,154.86,154.27,151.98,1991.43,167.34,127.03,503.81,66.84,1066.31,806.67,161.48,168.82,162.94,1896.0,842.0,1196.0,3934.0,182.0,173.0,19.0,438.0,3.0,933.0,1009.0,1714.0,2556.0,270.0,584.0,1856.0,1598.0,583.0,577.0,2071.0,506.0,161.0,57.27,63.26,46.82,96.0,63.0,23.0,3977.18,2738.0,2767.55,310.0,26.44,34.74,35.32,158.45,159.74,156.68
CGY,2023,CGY,CGY,Team Level,4on5,82,0.11,0.15,0.18,21922.0,78.85,5.71,3.5,11.88,2.37,24.76,56.78,5.69,5.71,5.69,81.0,24.0,13.0,118.0,10.0,1.0,0.0,4.0,1.0,13.0,76.0,71.0,95.0,10.0,22.0,178.0,54.0,46.0,37.0,85.0,16.0,4.0,2.24,2.1,1.37,4.0,2.0,4.0,118.0,105.0,105.0,33.0,0.81,0.01,0.01,6.5,6.5,6.48,357.01,45.31,32.39,76.1,11.64,210.1,109.46,43.05,45.31,43.05,323.0,162.0,184.0,669.0,44.0,47.0,7.0,71.0,1.0,187.0,135.0,279.0,441.0,20.0,40.0,221.0,22.0,28.0,45.0,335.0,98.0,52.0,9.79,12.03,23.5,9.0,8.0,27.0,669.0,485.0,485.0,6.0,8.43,10.35,9.81,43.94,43.94,42.23
CGY,2023,CGY,CGY,Team Level,5on4,82,0.84,0.86,0.84,23620.0,366.24,43.71,33.44,81.27,12.36,221.19,115.03,41.97,43.71,41.97,336.0,171.0,188.0,695.0,41.0,47.0,7.0,66.0,1.0,196.0,156.0,295.0,466.0,23.0,46.0,248.0,29.0,23.0,65.0,374.0,78.0,55.0,9.56,9.0,25.15,5.0,11.0,25.0,695.0,507.0,507.0,6.0,8.7,10.06,9.84,42.55,42.55,41.28,76.48,8.41,3.82,10.99,2.18,22.39,51.2,8.34,8.41,8.34,78.0,21.0,12.0,111.0,11.0,4.0,1.0,7.0,0.0,24.0,53.0,67.0,88.0,9.0,20.0,194.0,69.0,71.0,34.0,70.0,11.0,18.0,2.15,1.49,4.77,3.0,2.0,6.0,111.0,99.0,99.0,32.0,0.87,0.68,0.68,8.61,8.61,8.54
LAK,2023,LAK,LAK,Team Level,other,82,0.5,0.51,0.51,9894.0,137.2,29.21,10.31,24.95,4.74,77.49,45.3,26.76,29.21,26.76,128.0,64.0,66.0,258.0,29.0,13.0,0.0,26.0,0.0,75.0,49.0,99.0,163.0,9.0,20.0,127.0,28.0,12.0,13.0,105.0,47.0,40.0,4.05,6.0,19.16,9.0,4.0,16.0,258.0,192.0,192.0,6.0,2.95,3.76,3.76,28.4,28.4,26.48,135.89,29.15,9.65,25.24,4.41,71.3,44.25,27.59,29.15,27.59,116.0,68.0,64.0,248.0,24.0,9.0,1.0,13.0,1.0,73.0,64.0,92.0,160.0,3.0,6.0,117.0,26.0,22.0,19.0,93.0,46.0,45.0,3.85,5.37,19.92,6.0,4.0,14.0,248.0,184.0,184.0,11.0,2.87,2.43,2.43,29.59,29.59,28.21
LAK,2023,LAK,LAK,Team Level,all,82,0.53,0.53,0.53,298577.0,2769.17,267.84,184.04,672.63,93.42,1488.77,1098.31,254.83,270.02,256.92,2616.0,1189.0,1389.0,5194.0,254.0,317.0,30.0,519.0,7.0,1356.0,1352.0,2362.0,3551.0,288.0,629.0,2328.0,1763.0,424.0,564.0,2837.0,650.0,318.0,77.49,81.43,108.93,86.0,88.0,80.0,5260.1,3805.0,3847.02,383.0,40.56,66.84,66.84,241.57,243.39,236.23,2423.61,234.97,169.8,573.35,80.85,1324.75,952.28,222.64,234.62,222.29,2297.0,1039.0,1356.0,4692.0,210.0,232.0,33.0,484.0,11.0,1189.0,1210.0,2087.0,3126.0,293.0,635.0,2273.0,2041.0,473.0,554.0,2464.0,612.0,260.0,68.84,75.65,90.48,73.0,71.0,66.0,4651.07,3336.0,3317.31,354.0,38.1,50.26,50.26,222.81,222.38,215.86
LAK,2023,LAK,LAK,Team Level,5on5,82,0.55,0.54,0.55,240328.0,2213.49,182.33,139.77,562.53,74.75,1183.02,899.6,175.02,184.52,177.1,2099.0,943.0,1129.0,4171.0,165.0,258.0,22.0,423.0,6.0,1088.0,1102.0,1934.0,2877.0,261.0,571.0,1775.0,1620.0,348.0,478.0,2356.0,489.0,197.0,63.78,61.15,57.41,67.0,66.0,32.0,4237.1,3042.0,3084.02,339.0,28.97,51.28,51.28,160.02,161.84,158.72,1814.02,152.15,118.84,451.89,61.02,981.5,735.59,147.12,151.8,146.78,1724.0,777.0,1063.0,3564.0,143.0,180.0,28.0,380.0,7.0,852.0,939.0,1581.0,2358.0,268.0,585.0,1723.0,1926.0,401.0,447.0,1896.0,457.0,148.0,52.94,57.0,42.21,56.0,55.0,32.0,3523.07,2501.0,2482.31,291.0,24.64,37.3,37.67,139.12,138.7,136.52
LAK,2023,LAK,LAK,Team Level,4on5,82,0.13,0.11,0.13,24893.0,66.51,7.19,3.46,9.55,2.08,20.88,44.84,7.04,7.19,7.04,74.0,14.0,9.0,97.0,8.0,6.0,2.0,5.0,0.0,16.0,53.0,66.0,80.0,6.0,12.0,208.0,81.0,50.0,33.0,60.0,15.0,13.0,1.81,1.89,3.5,1.0,4.0,3.0,97.0,88.0,88.0,32.0,0.79,1.3,1.3,6.68,6.68,6.65,412.76,47.36,38.18,87.36,13.41,251.96,129.73,41.79,47.36,41.79,392.0,176.0,219.0,787.0,36.0,41.0,3.0,88.0,2.0,248.0,153.0,356.0,532.0,13.0,26.0,260.0,26.0,17.0,38.0,417.0,93.0,58.0,10.64,11.2,25.52,10.0,9.0,17.0,787.0,568.0,568.0,3.0,9.88,9.72,9.34,47.9,47.9,44.98
LAK,2023,LAK,LAK,Team Level,5on4,82,0.89,0.88,0.85,23462.0,351.97,49.11,30.49,75.6,11.85,207.38,108.57,46.03,49.11,46.03,315.0,168.0,185.0,668.0,52.0,40.0,6.0,65.0,1.0,177.0,148.0,263.0,431.0,12.0,26.0,218.0,34.0,14.0,40.0,316.0,99.0,68.0,7.86,12.39,28.86,9.0,14.0,29.0,668.0,483.0,483.0,6.0,7.86,10.49,10.49,46.47,46.47,44.38,60.94,6.31,3.13,8.85,2.02,19.99,42.7,6.14,6.31,6.14,65.0,18.0,10.0,93.0,7.0,2.0,1.0,3.0,1.0,16.0,54.0,58.0,76.0,9.0,18.0,173.0,63.0,33.0,50.0,58.0,16.0,9.0,1.41,2.08,2.82,1.0,3.0,3.0,93.0,83.0,83.0,49.0,0.71,0.81,0.81,6.2,6.2,6.15
